area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Palluruthy,4 Bedroom,Edwards,2400,3,1,10800000
Super built-up  Area,Ready To Move,Panchayat Road,3 BHK,NridgHt,1200,4,2,5400000
Super built-up  Area,Ready To Move,Periyar Nagar,2 BHK,Edwards,1000,2,1,4500000
Built-up  Area,Ready To Move,Pinarmunda Infopark Short Road,3 BHK,BrkSide,1350,2,3,6075000
Built-up  Area,Ready To Move,Poonithura,4 BHK,Blmngtn,1435,4,,6457500
Super built-up  Area,Ready To Move,Pukkattupady Road,3 BHK,CollgCr,1900,4,2,8550000
Super built-up  Area,21-Dec,Pullepady,1 BHK,Edwards,1800,1,1,8100000
Super built-up  Area,Ready To Move,Puthiya Road,4 BHK,NAmes,1500,4,3,6750000
Super built-up  Area,Ready To Move,Salem Kochi Highway,3 BHK,Gilbert,1800,2,1,8100000
Plot  Area,Ready To Move,Satellite Township Padamughal,2 Bedroom,IDOTRR,1000,2,0,4500000
Super built-up  Area,Ready To Move,SRM Road,3 BHK,OldTown,1300,2,3,5850000
Super built-up  Area,Ready To Move,Thevara Ferry Road,3 BHK,OldTown,3000,2,2,13500000
Plot  Area,Ready To Move,Vidya Nagar Colony Thrikkakara,2 Bedroom,ClearCr,1500,2,1,6750000
Built-up  Area,Ready To Move,Warriyam Road,4 BHK,Timber,1800,4,1,8100000
Super built-up  Area,18-Aug,Ayyappankavu,2 BHK,Somerst,2000,2,1,9000000
Built-up  Area,Ready To Move,Valummel,2 BHK,Mitchel,5000,2,0,22500000
Super built-up  Area,Ready To Move,Edakochi,3 BHK,NWAmes,2500,2,3,11250000
Super built-up  Area,Ready To Move,Panayappilly,2 BHK,OldTown,1500,2,2,6750000
Super built-up  Area,Ready To Move,South Chittoor,3 BHK,ClearCr,1300,2,2,5850000
Plot  Area,Ready To Move,Eloor,4 Bedroom,OldTown,1050,4,2,4725000
Super built-up  Area,Ready To Move,Kunnathunad,2 BHK,BrkSide,1600,2,1,7200000
Super built-up  Area,Ready To Move,Veliyathunadu,3 BHK,Somerst,1200,2,2,5400000
Super built-up  Area,Ready To Move,Koonammavu,2 BHK,SWISU,3500,2,1,15750000
Super built-up  Area,18-May,Puthenkurish,2 BHK,Sawyer,1350,2,1,6075000
Super built-up  Area,Ready To Move,Kunnukara,3 BHK,Crawfor,4350,2,2,19575000
Super built-up  Area,Ready To Move,Kolenchery,2 BHK,CollgCr,1900,2,2,8550000
Built-up  Area,20-Jul,A z a d Road,3 Bedroom,Blmngtn,1800,3,0,8100000
Built-up  Area,Ready To Move,Alappuzha,2 BHK,NAmes,3500,2,2,15750000
Built-up  Area,17-May,Alappuzha Arthunkal Kochi Road,1 BHK,NAmes,4800,1,1,21600000
Built-up  Area,Ready To Move,Alfiya Nagar,2 BHK,NridgHt,5000,2,1,22500000
Super built-up  Area,18-Jun,Alinchuvadu,2 BHK,SawyerW,1300,2,2,5850000
Plot  Area,18-May,Alwaye,2 Bedroom,StoneBr,2000,4,1,9000000
Super built-up  Area,Ready To Move,Ambalamedu,2 BHK,NWAmes,1258,2,1,5661000
Super built-up  Area,Ready To Move,Ambelipadam Road,2 BHK,Edwards,1800,2,3,8100000
Super built-up  Area,Ready To Move,Amrita Nagar,3 BHK,NridgHt,1600,3,2,7200000
Built-up  Area,Ready To Move,Aroor,1 BHK,StoneBr,1385,1,2,6232500
Super built-up  Area,Ready To Move,Azad Road,3 BHK,Sawyer,2500,3,2,11250000
Built-up  Area,Ready To Move,Block Office Road,3 BHK,CollgCr,2000,3,2,9000000
Super built-up  Area,Ready To Move,Bolghatty Palace Island Resort,2 BHK,NridgHt,1300,2,1,5850000
Super built-up  Area,18-Jun,Brahmapuram,2 BHK,CollgCr,4500,2,2,20250000
Plot  Area,Ready To Move,Cannon Shed Road,8 Bedroom,OldTown,1600,8,1,7200000
Super built-up  Area,Ready To Move,CBI Road,2 BHK,NridgHt,1000,2,3,4500000
Super built-up  Area,Ready To Move,Chakkalakkal,2 BHK,NridgHt,1630,2,2,7335000
Super built-up  Area,19-Oct,Chakkalapadam Road,2 BHK,OldTown,2000,2,2,9000000
Plot  Area,Ready To Move,Chakkarapparambu Road,5 Bedroom,Mitchel,1600,7,2,7200000
Built-up  Area,Ready To Move,Changampuzha Nagar,3 BHK,Sawyer,1350,2,3,6075000
Super built-up  Area,Ready To Move,Changampuzha Park Road,3 BHK,NAmes,1500,3,2,6750000
Built-up  Area,Ready To Move,Chavakkadu Kochi,2 BHK,NAmes,1600,2,1,7200000
Built-up  Area,Ready To Move,Chembakara,2 BHK,NWAmes,2900,2,1,13050000
Super built-up  Area,Ready To Move,Chembumukku,3 BHK,OldTown,1200,2,1,5400000
Plot  Area,Ready To Move,Cherthala Taluk Alappuzha,4 Bedroom,MeadowV,2255,5,,10147500
Built-up  Area,17-Dec,Chilavannur,1 BHK,MeadowV,1400,1,1,6300000
Super built-up  Area,Ready To Move,Chitrapuzha Road,3 BHK,NAmes,1500,3,1,6750000
Plot  Area,Ready To Move,Chittethukara,9 Bedroom,Gilbert,1600,9,,7200000
Built-up  Area,Ready To Move,Chunangamvely,4 Bedroom,NAmes,2700,2,1,12150000
Built-up  Area,Ready To Move,Cochin College Road,3 BHK,OldTown,1200,3,1,5400000
Super built-up  Area,Ready To Move,Convent Road,3 BHK,IDOTRR,4600,3,2,20700000
Super built-up  Area,Ready To Move,Deshabhimani,2 BHK,NoRidge,1650,2,2,7425000
Super built-up  Area,Ready To Move,Desom,2 BHK,BrkSide,5520,2,0,24840000
Built-up  Area,Ready To Move,Echamuku,2 BHK,Sawyer,3900,2,1,17550000
Built-up  Area,Ready To Move,Elamana Road,2 BHK,NAmes,1800,2,2,8100000
Super built-up  Area,19-Aug,Eroor Road,3 BHK,BrDale,4500,3,0,20250000
Super built-up  Area,Ready To Move,FACT Nagar,2 BHK,Somerst,1551,2,2,6979500
Super built-up  Area,Ready To Move,Gandhinagar Road,3 BHK,Edwards,1600,2,1,7200000
Plot  Area,Ready To Move,Good Earth Lane,2 Bedroom,Crawfor,1955,2,2,8797500
Super built-up  Area,Ready To Move,HMT Colony,2 BHK,NPkVill,1550,2,2,6975000
Super built-up  Area,Ready To Move,HMT Colony Road,2 BHK,OldTown,4820,2,2,21690000
Built-up  Area,Ready To Move,HMT Kalamassery,2 BHK,SawyerW,1843,2,1,8293500
Super built-up  Area,Ready To Move,Idukki,3 BHK,Somerst,3640,3,0,16380000
Built-up  Area,Ready To Move,Janatha Road,3 Bedroom,OldTown,3000,4,3,13500000
Super built-up  Area,Ready To Move,Jawahar Nagar,3 BHK,NAmes,4500,2,1,20250000
Super built-up  Area,Ready To Move,Jaya Nagar,4 BHK,NAmes,1300,5,,5850000
Super built-up  Area,Ready To Move,Journalist Colony,3 BHK,NridgHt,1000,3,2,4500000
Super built-up  Area,Ready To Move,Judgemukku Thrikkakara,3 BHK,NAmes,2000,3,3,9000000
Super built-up  Area,Ready To Move,Kaipadamugal,3 BHK,Mitchel,1700,2,1,7650000
Super built-up  Area,Ready To Move,Kakkanad Junction Road,3 BHK,Crawfor,1800,2,2,8100000
Super built-up  Area,Ready To Move,Kalabhavan Road,2 BHK,NridgHt,1200,2,2,5400000
Super built-up  Area,18-Aug,Kaloor Kadavanthara Road,2 BHK,NWAmes,1200,2,1,5400000
Built-up  Area,Ready To Move,Kangarappady Navodaya Road,4 Bedroom,NoRidge,1700,4,2,7650000
Super built-up  Area,19-Dec,Karikkamuri,3 BHK,CollgCr,1650,2,2,7425000
Super built-up  Area,Ready To Move,Karimugal,3 BHK,Crawfor,1500,3,0,6750000
Super built-up  Area,Ready To Move,Karimugal Kaninadu Road,2 BHK,OldTown,2500,2,2,11250000
Super built-up  Area,Ready To Move,Karingachira,3 BHK,NAmes,2500,2,2,11250000
Super built-up  Area,18-Mar,Karippassery,3 BHK,BrkSide,2460,3,3,11070000
Built-up  Area,Ready To Move,Karshaka Road,2 BHK,Edwards,2800,2,1,12600000
Built-up  Area,Ready To Move,Karthikapally Taluk Alappuzha,6 Bedroom,NoRidge,2466,6,0,11097000
Super built-up  Area,Ready To Move,Kasargod,3 BHK,Somerst,1650,2,2,7425000
Super built-up  Area,19-Dec,KB Jacob Road,3 BHK,NAmes,810,3,1,3645000
Super built-up  Area,Ready To Move,Kochangadi,2 BHK,NridgHt,1250,2,,5625000
Super built-up  Area,18-Jan,Kochi Metropolitan Area,2 BHK,Edwards,3654,2,1,16443000
Built-up  Area,Ready To Move,Kochi Road,3 Bedroom,Crawfor,3800,3,2,17100000
Super built-up  Area,18-May,Kongorpilly Olanad Road,3 BHK,Timber,1456,2,0,6552000
Super built-up  Area,Ready To Move,Kothamangalam,2 BHK,BrkSide,2456,2,2,11052000
Super built-up  Area,Ready To Move,Kottayam Kochi,3 BHK,NAmes,3654,4,2,16443000
Plot  Area,19-Jan,Kozhikode,2 Bedroom,BrkSide,2250,1,1,10125000
Super built-up  Area,19-Jun,Kumaranasan Road,3 BHK,Gilbert,4500,3,2,20250000
Super built-up  Area,18-May,Kumarapuram Temple Road,2 BHK,Edwards,2000,2,1,9000000
Plot  Area,Ready To Move,Kumbalam,6 Bedroom,CollgCr,1600,8,,7200000
Super built-up  Area,Ready To Move,Kunnumpuram,3 BHK,NAmes,5000,2,2,22500000
Super built-up  Area,Ready To Move,Kuthukuzhi,3 BHK,Sawyer,5500,3,3,24750000
Super built-up  Area,Ready To Move,Kyomtha Seminary Road,3 BHK,CollgCr,4500,3,2,20250000
Plot  Area,Ready To Move,LakeshoreMadavana Service Road,4 Bedroom,Timber,1200,4,2,5400000
Super built-up  Area,Ready To Move,Layam Road,2 BHK,NoRidge,1000,2,1,4500000
Plot  Area,18-Mar,Link Park Lane,4 Bedroom,NWAmes,1350,4,,6075000
Plot  Area,18-Feb,Lisie Hospital Road,2 Bedroom,NAmes,1435,2,1,6457500
Super built-up  Area,18-Jan,Malikampeedika,2 BHK,Gilbert,1900,2,0,8550000
Super built-up  Area,Ready To Move,Mallapally Taluk Pathanamthitta,2 BHK,NWAmes,1800,2,1,8100000
Super built-up  Area,Ready To Move,Mallapuram,3 BHK,BrkSide,1500,3,1,6750000
Built-up  Area,Ready To Move,Mannarakkara Road,2 BHK,Mitchel,1800,2,1,8100000
Super built-up  Area,Ready To Move,Marine drive,2 BHK,OldTown,1000,2,1,4500000
Built-up  Area,18-Jul,Market Road,3 BHK,Somerst,1300,3,1,5850000
Super built-up  Area,Ready To Move,Marottichuvadu,2 BHK,NPkVill,3000,2,2,13500000
Super built-up  Area,18-Apr,Mattanchery,3 BHK,OldTown,1500,3,1,6750000
Super built-up  Area,Ready To Move,Medical Centre Road,1 BHK,NridgHt,1800,1,1,8100000
Built-up  Area,18-Apr,Medical College NAD Road,2 BHK,Edwards,2000,1,1,9000000
Super built-up  Area,Ready To Move,Menaka-MARINE DRIVE,3 BHK,NridgHt,5000,3,3,22500000
Super built-up  Area,Ready To Move,MLA Road,1 BHK,BrkSide,2500,1,1,11250000
Super built-up  Area,Ready To Move,Mundampalam,2 BHK,NAmes,1500,2,2,6750000
Super built-up  Area,Ready To Move,Mundamveli,2 BHK,IDOTRR,1300,2,2,5850000
Super built-up  Area,18-Aug,Munnar,2 BHK,Gilbert,1050,2,1,4725000
Super built-up  Area,19-Jul,Muthukulam Village Kochi,2 BHK,Blmngtn,1600,2,0,7200000
Built-up  Area,Ready To Move,Navodaya North Millumpady,1 Bedroom,Sawyer,1200,1,1,5400000
Super built-up  Area,Ready To Move,Nethaji Nagar,2 BHK,Mitchel,3500,2,1,15750000
Super built-up  Area,Ready To Move,NGO Quarters Kochi,2 BHK,Edwards,1350,2,0,6075000
Built-up  Area,18-Dec,NGO Quarters Mavelipuram Road,2 BHK,Edwards,4350,2,1,19575000
Super built-up  Area,18-Apr,Nh Byepass,1 BHK,NoRidge,1900,1,1,8550000
Super built-up  Area,Ready To Move,Njarackal,3 BHK,SWISU,1800,3,1,8100000
Super built-up  Area,Ready To Move,Njarakkal,2 BHK,StoneBr,3500,2,1,15750000
Plot  Area,Ready To Move,North Janatha Road,7 Bedroom,NridgHt,4800,6,0,21600000
Super built-up  Area,Ready To Move,North Kalamassery,1 BHK,SawyerW,5000,1,1,22500000
Built-up  Area,Ready To Move,Ottapalam,5 Bedroom,NAmes,1300,6,3,5850000
Built-up  Area,Ready To Move,Padivattom,3 BHK,NAmes,2000,3,3,9000000
Plot  Area,Ready To Move,Palachuvadu,4 Bedroom,NAmes,1258,4,1,5661000
Plot  Area,Ready To Move,Palakkad,4 Bedroom,Timber,1800,5,1,8100000
Plot  Area,Ready To Move,Pallimugal Rd,2 Bedroom,Gilbert,1600,2,0,7200000
Super built-up  Area,Ready To Move,Panampilly Nagar Link Road,2 BHK,NAmes,1385,2,2,6232500
Built-up  Area,Ready To Move,Panangad,2 BHK,NAmes,2500,2,1,11250000
Super built-up  Area,Ready To Move,Paravur,2 BHK,SWISU,2000,2,1,9000000
Super built-up  Area,Ready To Move,Pathadipalam,3 BHK,Sawyer,1300,3,2,5850000
Super built-up  Area,Ready To Move,Pathirapally Village Ambalapuzha,3 BHK,Somerst,4500,2,1,20250000
Super built-up  Area,Ready To Move,Pattalam Road,3 BHK,OldTown,1600,3,2,7200000
Plot  Area,Ready To Move,Perumbaikadu Village Kottayam,4 Bedroom,NAmes,1000,5,3,4500000
Super built-up  Area,Ready To Move,Pipeline Road,3 BHK,NridgHt,1630,3,3,7335000
Super built-up  Area,Ready To Move,Ponnurunni,3 BHK,Edwards,2000,3,2,9000000
Super built-up  Area,Ready To Move,Pottakuzhi Mamangalam Road,3 BHK,OldTown,1600,3,2,7200000
Built-up  Area,Ready To Move,PT Usha Road,3 BHK,BrkSide,1350,3,2,6075000
Super built-up  Area,Ready To Move,Pulikillam East Road,2 BHK,Timber,1500,2,3,6750000
Super built-up  Area,19-Mar,Puthenpally,2 BHK,BrkSide,1600,2,2,7200000
Super built-up  Area,Ready To Move,PuthiyaKavu Valavu Road,2 BHK,Sawyer,2900,2,2,13050000
Built-up  Area,Ready To Move,Puthukkalavattom Road,1 BHK,ClearCr,1200,1,1,5400000
Super built-up  Area,18-Mar,Rameshwaram Village,3 BHK,BrkSide,2255,3,3,10147500
Plot  Area,Ready To Move,Ravipuram,5 Bedroom,CollgCr,1400,5,,6300000
Built-up  Area,18-Apr,Residential House Kurambala,3 BHK,NridgHt,1500,3,2,6750000
Super built-up  Area,Ready To Move,Seaport Airport Road,4 BHK,Mitchel,1600,4,3,7200000
Built-up  Area,18-Dec,Smartcity Road,2 BHK,CollgCr,2700,2,1,12150000
Built-up  Area,Ready To Move,SN Junction Over Bridge,2 BHK,CollgCr,1200,2,3,5400000
Super built-up  Area,Ready To Move,Society Road,2 BHK,StoneBr,4600,2,3,20700000
Super built-up  Area,20-Jul,South Kalamassery,3 BHK,OldTown,1650,5,2,7425000
Super built-up  Area,Ready To Move,St James Church Rd,2 BHK,Blmngtn,5520,2,1,24840000
Built-up  Area,Ready To Move,Stadium Link Road,4 Bedroom,Crawfor,3900,2,0,17550000
Super built-up  Area,Ready To Move,Stadium Road,2 BHK,Blueste,1800,1,1,8100000
Plot  Area,Ready To Move,Stadium Round,3 Bedroom,NridgHt,4500,4,3,20250000
Super built-up  Area,18-Mar,TD Road,2 BHK,IDOTRR,1551,2,2,6979500
Built-up  Area,Ready To Move,Thamaramkulangara Road,6 Bedroom,SawyerW,1600,4,1,7200000
Super built-up  Area,Ready To Move,Thattampady,2 BHK,Somerst,1955,2,2,8797500
Super built-up  Area,20-Aug,Thiruvaniyoor,4 BHK,CollgCr,1550,4,2,6975000
Super built-up  Area,Ready To Move,Thoppumpady,2 BHK,NAmes,4820,1,1,21690000
Super built-up  Area,Ready To Move,Thottumugham,2 BHK,CollgCr,1843,2,1,8293500
Built-up  Area,18-Dec,Thrippunithura,4 BHK,Edwards,3640,4,3,16380000
Super built-up  Area,Ready To Move,Thuthiyoor Road,3 BHK,Crawfor,3000,3,3,13500000
Plot  Area,Ready To Move,Trichur,4 Bedroom,Sawyer,4500,3,2,20250000
Carpet  Area,18-Dec,Uliyannoor,4 BHK,CollgCr,1300,4,1,5850000
Super built-up  Area,Ready To Move,Unichira Kochi,2 BHK,NWAmes,1000,2,2,4500000
Plot  Area,18-Apr,Unnichira Koonamthai,4 Bedroom,CollgCr,2000,5,2,9000000
Super built-up  Area,Ready To Move,Vadakkekotta Kochi,2 BHK,Mitchel,1700,2,1,7650000
Built-up  Area,Ready To Move,Vadasserikkara Village Ranni,1 Bedroom,MeadowV,1800,1,1,8100000
Built-up  Area,18-Mar,Valanjambalam,3 BHK,NAmes,1200,3,2,5400000
Super built-up  Area,Ready To Move,Valappu,3 BHK,Gilbert,1200,3,2,5400000
Super built-up  Area,Ready To Move,Vallarpadam Church Road,3 BHK,NAmes,1700,3,1,7650000
Super built-up  Area,22-May,Vallikavu Road,4 BHK,NridgHt,1650,6,3,7425000
Built-up  Area,Ready To Move,Veli Road,3 BHK,Timber,1500,3,2,6750000
Super built-up  Area,Ready To Move,Vidya Nagar Colony,3 BHK,Edwards,2500,3,2,11250000
Super built-up  Area,19-Nov,Kakkanad,2 BHK,NWAmes,2500,1,1,11250000
Super built-up  Area,Ready To Move,Kakkanad,2 BHK,Sawyer,2460,2,1,11070000
Super built-up  Area,Ready To Move,Pukkattupady,2 BHK,Somerst,2800,2,2,12600000
Super built-up  Area,Ready To Move,Kaloor,2 BHK,NWAmes,2466,2,1,11097000
Super built-up  Area,Ready To Move,Aluva,3 BHK,NAmes,1650,2,3,7425000
Super built-up  Area,Ready To Move,Edappally,2 BHK,NAmes,810,2,3,3645000
Super built-up  Area,Ready To Move,Marine Drive,3 BHK,NAmes,1250,2,3,5625000
Super built-up  Area,Ready To Move,Eroor,3 BHK,NAmes,3654,3,2,16443000
Super built-up  Area,Ready To Move,Kadavanthra,3 BHK,NAmes,3800,3,2,17100000
Super built-up  Area,18-Apr,Thripunithura,2 BHK,OldTown,1456,2,1,6552000
Plot  Area,Ready To Move,Kuzhivelippady,2 Bedroom,NridgHt,2456,2,1,11052000
Built-up  Area,Ready To Move,Vypin Pallipuram Road,2 BHK,NWAmes,3654,2,1,16443000
Plot  Area,Ready To Move,Elamakkara,3 Bedroom,NAmes,2250,3,2,10125000
Super built-up  Area,Ready To Move,Vennala,2 BHK,OldTown,4500,2,2,20250000
Super built-up  Area,Ready To Move,Panampilly Nagar,2 BHK,SWISU,2000,2,1,9000000
Super built-up  Area,Ready To Move,Perumbavoor,2 BHK,BrkSide,1600,2,1,7200000
Plot  Area,Ready To Move,Kalamassery,4 Bedroom,OldTown,5000,5,,22500000
Super built-up  Area,18-Nov,Maradu,2 BHK,Edwards,5500,2,1,24750000
Super built-up  Area,Ready To Move,Vaduthala,2 BHK,Blmngtn,4500,2,1,20250000
Plot  Area,Ready To Move,Kakkanad Pallikara Road,2 Bedroom,NridgHt,3500,1,0,15750000
Plot  Area,Ready To Move,vyttila,3 Bedroom,Somerst,1200,3,1,5400000
Super built-up  Area,19-Jun,Vytilla,4 BHK,NAmes,1000,5,3,4500000
Super built-up  Area,Ready To Move,Angamaly,4 BHK,NWAmes,1350,3,2,6075000
Built-up  Area,Ready To Move,Thammanam,2 BHK,Somerst,1435,2,0,6457500
Built-up  Area,Ready To Move,Thevara,2 BHK,NAmes,1900,2,2,8550000
Super built-up  Area,Ready To Move,Vazhakkala,2 BHK,NAmes,1800,2,2,8100000
Super built-up  Area,Ready To Move,Pallikkara,2 BHK,Edwards,1500,2,3,6750000
Super built-up  Area,18-Apr,Thevakkal,1 BHK,NAmes,1800,,,8100000
Built-up  Area,Ready To Move,Palarivattom,5 BHK,MeadowV,1000,4,,4500000
Plot  Area,Ready To Move,Thrikkakara,4 Bedroom,Somerst,1300,5,3,5850000
Super built-up  Area,Ready To Move,Nedumbassery,3 BHK,Edwards,3000,3,2,13500000
Super built-up  Area,Ready To Move,Ernakulam South,2 BHK,CollgCr,1500,2,2,6750000
Super built-up  Area,Ready To Move,Padamughal,2 BHK,IDOTRR,1800,2,1,8100000
Super built-up  Area,Ready To Move,Thykoodam,2 BHK,NoRidge,2000,2,3,9000000
Super built-up  Area,Ready To Move,Elamkulam,2 BHK,BrDale,5000,2,3,22500000
Super built-up  Area,Ready To Move,Edathala,3 BHK,NAmes,2500,3,2,11250000
Super built-up  Area,Ready To Move,Kangarappady,2 BHK,Crawfor,1500,2,1,6750000
Plot  Area,Ready To Move,Mamangalam,5 Bedroom,NAmes,1300,5,0,5850000
Super built-up  Area,Ready To Move,Varapuzha,3 BHK,Edwards,1050,2,3,4725000
Super built-up  Area,Ready To Move,Mulanthuruthy,2 BHK,NWAmes,1600,2,3,7200000
Plot  Area,Ready To Move,Kathrikadavu,4 Bedroom,NoRidge,1200,2,2,5400000
Super built-up  Area,Ready To Move,Kurlad Anganvadi Road,2 BHK,NAmes,3500,2,2,15750000
Plot  Area,18-Oct,MG Road,4 Bedroom,Edwards,1350,5,2,6075000
Super built-up  Area,21-Dec,Kacheripady,3 BHK,Somerst,4350,3,1,19575000
Super built-up  Area,Ready To Move,Cheranalloor,2 BHK,Gilbert,1900,2,2,8550000
Super built-up  Area,Ready To Move,Chambakkara Kannadikadu Road,3 BHK,NAmes,1800,3,3,8100000
Super built-up  Area,Ready To Move,Chottanikkara,3 BHK,SawyerW,3500,4,2,15750000
Built-up  Area,Ready To Move,High Court Road,2 BHK,Sawyer,4800,2,2,21600000
Super built-up  Area,Ready To Move,Infopark,3 BHK,Crawfor,5000,2,3,22500000
Super built-up  Area,18-Dec,Kannankulangara,4 BHK,CollgCr,1300,4,3,5850000
Plot  Area,Ready To Move,Keerthi Nagar Road,5 Bedroom,Edwards,2000,5,,9000000
Super built-up  Area,Ready To Move,Kochi,3 BHK,Veenker,1258,2,2,5661000
Super built-up  Area,18-Dec,Kundannoor,3 BHK,Crawfor,1800,3,1,8100000
Super built-up  Area,18-Mar,Manjummel,4 BHK,NAmes,1600,5,3,7200000
Built-up  Area,Ready To Move,Puthiyakavu,7 Bedroom,NPkVill,1385,7,3,6232500
Super built-up  Area,Ready To Move,Sahodaran Ayyappan Road,2 BHK,OldTown,2500,2,1,11250000
Super built-up  Area,Ready To Move,Shenoys,2 BHK,OldTown,2000,2,1,9000000
Plot  Area,Ready To Move,Thengode Edachira Road,6 Bedroom,StoneBr,1300,4,1,5850000
Super built-up  Area,Ready To Move,Thiruvankulam Chottanikkara Road,2 BHK,Sawyer,4500,2,1,20250000
Plot  Area,Ready To Move,Thottakkattukara,4 Bedroom,SawyerW,1600,4,2,7200000
Plot  Area,Ready To Move,Pallimukku,2 Bedroom,SWISU,1000,2,0,4500000
Built-up  Area,Ready To Move,Perumanoor,4 BHK,ClearCr,1630,3,1,7335000
Super built-up  Area,Ready To Move,Chittoor Road,1 BHK,CollgCr,2000,1,1,9000000
Built-up  Area,19-Jun,Chalikkavattom,4 Bedroom,NoRidge,1600,4,0,7200000
Super built-up  Area,Ready To Move,Eroor South,2 BHK,StoneBr,1350,2,1,6075000
Super built-up  Area,Ready To Move,Fortkochi,3 BHK,Somerst,1500,2,2,6750000
Super built-up  Area,Ready To Move,Kadungalloor,2 BHK,Somerst,1600,2,2,7200000
Super built-up  Area,Ready To Move,Kathrikadavu Railway Over Bridge,3 BHK,StoneBr,2900,3,1,13050000
Super built-up  Area,Ready To Move,Mini Bypass Tripunithura Road,2 BHK,NridgHt,1200,2,2,5400000
Super built-up  Area,Ready To Move,Ponekkara,1 BHK,CollgCr,2255,1,0,10147500
Super built-up  Area,Ready To Move,Puthencruz,2 BHK,NoRidge,1400,2,1,6300000
Super built-up  Area,Ready To Move,Chilavannoor,1 BHK,Timber,1500,1,1,6750000
Super built-up  Area,Ready To Move,Thrikkakara North,2 BHK,OldTown,1600,2,2,7200000
Super built-up  Area,18-Dec,Vazhakkulam,2 BHK,BrkSide,2700,2,1,12150000
Plot  Area,Ready To Move,North Paravoor,9 Bedroom,Timber,1200,8,2,5400000
Built-up  Area,Ready To Move,Athani Mundapalam Road,2 BHK,BrkSide,4600,1,1,20700000
Plot  Area,Ready To Move,Chakkaraparambu,3 Bedroom,Edwards,1650,3,0,7425000
Super built-up  Area,18-Dec,Chembumukku Road,3 BHK,Sawyer,5520,3,1,24840000
Super built-up  Area,Ready To Move,Choornikkara,2 BHK,Somerst,3900,2,2,17550000
Super built-up  Area,Ready To Move,Chullickal,3 BHK,Timber,1800,3,3,8100000
Super built-up  Area,Ready To Move,Elamakkara Road,3 BHK,NWAmes,4500,3,2,20250000
Built-up  Area,18-Dec,Elamkulam Bridge,2 BHK,StoneBr,1551,2,1,6979500
Super built-up  Area,18-Dec,Ernakulam North Kathrikadavu,3 BHK,OldTown,1600,4,2,7200000
Super built-up  Area,Ready To Move,Eroor Rd,2 BHK,CollgCr,1955,2,1,8797500
Super built-up  Area,16-Sep,Ettumanoor Ernakulam Rd,3 BHK,IDOTRR,1550,3,2,6975000
Plot  Area,18-Apr,Gandhi Nagar,5 Bedroom,ClearCr,4820,5,2,21690000
Built-up  Area,18-Aug,Hill Palace Road,2 BHK,NridgHt,1843,2,1,8293500
Super built-up  Area,Ready To Move,Irumpanam,3 BHK,Gilbert,3640,3,2,16380000
Super built-up  Area,Ready To Move,Kadavanthara Road,2 BHK,Sawyer,3000,2,1,13500000
Super built-up  Area,18-Sep,Kakkanad,2 BHK,BrkSide,4500,2,2,20250000
Built-up  Area,18-Apr,Kakkanad NGO Quarters Road,3 BHK,IDOTRR,1300,2,1,5850000
Super built-up  Area,Ready To Move,Kakkanad Road,3 BHK,StoneBr,1000,3,2,4500000
Super built-up  Area,Ready To Move,Kaladi,3 BHK,BrkSide,2000,2,2,9000000
Super built-up  Area,18-Dec,Kannamkulangara Road,2 BHK,Sawyer,1700,2,1,7650000
Super built-up  Area,18-Apr,Karukutty,1 BHK,NWAmes,1800,1,1,8100000
Super built-up  Area,Ready To Move,Kochi Madurai Dhanushkodi Road,3 BHK,OldTown,1200,3,2,5400000
Super built-up  Area,Ready To Move,Kollamkudimugal,2 BHK,NWAmes,1200,2,2,5400000
Super built-up  Area,Ready To Move,KP Vallon Road,2 BHK,NoRidge,1700,2,1,7650000
Built-up  Area,Ready To Move,Mulavukad,4 Bedroom,CollgCr,1650,3,3,7425000
Super built-up  Area,Ready To Move,Muppathadam Road,3 BHK,StoneBr,1500,3,2,6750000
Built-up  Area,Ready To Move,Muttambalam Village Kottayam,2 BHK,CollgCr,2500,2,1,11250000
