area_type,price,total_sqft,location,size,availability,bath,balcony,SwimmingPool,society,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator
Super built-up  Area,20400000,6355,Hulimavu,1 BHK,19-Dec,1,9,9,Oreldhi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9513000,3467,JP Nagar Phase 1,2 BHK,18-Oct,2,9,9,ARipsul,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,23400000,6330,Hulimavu,1 BHK,Ready To Move,1,9,9,IBityin,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10600000,2200,Hulimavu,4 BHK,18-Jul,4,9,9,Rosha I,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12700000,3124,JP Nagar Phase 1,2 BHK,Ready To Move,2,9,9,Gundaa ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13400000,2405,Hulimavu,3 BHK,Ready To Move,2,9,9,Sueesti,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,39000000,957,Konanakunte,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,20400000,2353,Uttarahalli,2 BHK,19-Dec,2,9,9,Goues A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13400000,1521,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12500000,1262,Konanakunte,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8485000,1921,Kumaraswamy Layout,4 BHK,Ready To Move,5,9,9,ETntsce,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12500000,3124,JP Nagar Phase 1,9 BHK,Ready To Move,8,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13300000,2405,Hulimavu,2 BHK,20-Dec,2,9,9,Myple M,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13300000,1921,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,SJmesst,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10600000,1798,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Srmesun,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13300000,842,Konanakunte,2 BHK,Ready To Move,2,9,9,Sparam ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,12400000,1797,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,HovasTe,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13100000,1902,Kumaraswamy Layout,3 BHK,Ready To Move,3,9,9,KHage G,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13200000,1900,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11399999,1517,Kumaraswamy Layout,3 BHK,Ready To Move,3,9,9,Gotis A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13200000,1914,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,13100000,1780,Kumaraswamy Layout,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12900000,1882,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,MenueNo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13700000,1890,Kumaraswamy Layout,3 BHK,Ready To Move,3,9,9,Sonumy ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12800000,1634,Kumaraswamy Layout,2 BHK,Ready To Move,1,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12800000,1895,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Covelrs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10100000,1874,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10000000,1851,Kumaraswamy Layout,3 BHK,Ready To Move,2,9,9,NDionas,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12800000,1967,Kumaraswamy Layout,1 BHK,Ready To Move,1,9,9,Jae 1hu,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11000000,1836,Kumaraswamy Layout,3 BHK,18-Apr,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12900000,1835,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Saaveir,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12400000,1444,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Aklia R,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11900000,1441,Kumaraswamy Layout,3 BHK,Ready To Move,2,9,9,Javasi ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8306000,1839,Kumaraswamy Layout,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13799999,1110,Konanakunte,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,18500000,1843,Kumaraswamy Layout,4 BHK,18-Apr,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9486000,1250,Konanakunte,2 BHK,Ready To Move,2,9,9,SrncyRe,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13600000,1710,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,ReudePr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,14500000,840,Konanakunte,2 BHK,Ready To Move,2,9,9,VBavaai,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12700000,1978,Kumaraswamy Layout,2 BHK,18-Jun,2,9,9,SSestth,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,12700000,1884,Konanakunte,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,14700000,1425,Kumaraswamy Layout,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9100000,958,Konanakunte,3 BHK,Ready To Move,3,9,9,SrisePo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10900000,1956,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Rabow R,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,18600000,1450,Konanakunte,2 BHK,Ready To Move,1,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9996000,1824,Kumaraswamy Layout,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8789000,1826,Kumaraswamy Layout,2 Bedroom,18-Apr,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,12600000,1489,Konanakunte,2 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12000000,1300,Kumaraswamy Layout,4 BHK,Ready To Move,6,9,9,Vacesi ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,13500000,1561,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12600000,1907,Konanakunte,3 BHK,18-Mar,3,9,9,NiCodCa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,14900000,1428,Kumaraswamy Layout,3 BHK,Ready To Move,3,9,9,GrrvaGr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11600000,859,Konanakunte,2 BHK,Ready To Move,2,9,9,Soresea,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8403000,1803,Kumaraswamy Layout,2 BHK,Ready To Move,1,9,9,DSOakil,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13500000,1167,Konanakunte,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11600000,1932,Kumaraswamy Layout,3 BHK,19-Dec,3,9,9,Magiaya,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10900000,1806,Kumaraswamy Layout,3 BHK,20-Dec,3,9,9,ArndsSk,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9933000,1494,Konanakunte,2 BHK,Ready To Move,2,9,9,Prersis,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,10900000,1671,Kumaraswamy Layout,3 BHK,18-Jun,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,13500000,832,Konanakunte,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9451000,1936,Kumaraswamy Layout,4 BHK,Ready To Move,5,9,9,SNtua S,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9912000,1668,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9423000,1104,Konanakunte,3 BHK,19-Jun,3,9,9,Raard B,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9758000,1419,Kumaraswamy Layout,3 BHK,19-Mar,3,9,9,Skume R,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12400000,1105,Konanakunte,2 BHK,Ready To Move,2,9,9,Maerar ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12800000,1941,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,MaentNa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9744000,948,Konanakunte,2 BHK,18-Oct,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,4837000,1416,Kumaraswamy Layout,5 Bedroom,Ready To Move,5,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5422000,949,Konanakunte,3 BHK,Ready To Move,3,9,9,DNeremo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4882000,1394,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7559999,1783,Kumaraswamy Layout,2 BHK,Ready To Move,2,9,9,Akncyes,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,5782000,1287,Konanakunte,6 Bedroom,Ready To Move,6,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5670000,1392,Kumaraswamy Layout,3 BHK,Ready To Move,2,9,9,Vaensia,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4815000,1075,Yeshwantpur,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,4792000,1205,Yeshwantpur,4 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3329999,1085,Yeshwantpur,2 BHK,Ready To Move,2,9,9,Prtanha,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,4995000,1680,Yeshwantpur,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4725000,1285,Yeshwantpur,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7515000,1260,Yeshwantpur,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6906999,1070,Yeshwantpur,3 BHK,18-May,2,9,9,Sryalan,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,4837000,1065,Yeshwantpur,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,5782000,740,Basaveswarnagar,6 BHK,Ready To Move,6,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4995000,1110,Basaveswarnagar,3 BHK,18-Sep,,9,9,MCnexva,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4702000,1050,Basaveswarnagar,2 BHK,18-May,2,9,9,Shitt S,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5805000,1670,Basaveswarnagar,2 BHK,Ready To Move,2,9,9,GrrvaGr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4635000,1535,Basaveswarnagar,3 BHK,Ready To Move,3,9,9,GRvasth,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7581999,1075,Basaveswarnagar,2 BHK,Ready To Move,2,9,9,S2kaaan,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6120000,1285,Basaveswarnagar,4 BHK,Ready To Move,4,9,9,Roale D,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4657000,1110,Yeshwantpur,1 BHK,Ready To Move,1,9,9,UKe 2nz,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4860000,1045,Yeshwantpur,3 BHK,18-May,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6615000,1290,Yeshwantpur,2 BHK,Ready To Move,2,9,9,Courf T,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11900000,1030,Yeshwantpur,3 BHK,Ready To Move,3,9,9,SaignSo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11900000,1685,Yeshwantpur,2 BHK,Ready To Move,2,9,9,Srncyla,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5200000,1360,Yeshwantpur,2 BHK,21-Dec,2,9,9,PrarePa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,3000000,1035,Yeshwantpur,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,2300000,1080,Yeshwantpur,1 Bedroom,Ready To Move,1,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,24800000,1470,Yeshwantpur,2 BHK,18-May,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5073000,1505,Jayanagar,2 BHK,18-Jun,2,9,9,PuendWe,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,5323000,1495,Jayanagar,8 Bedroom,Ready To Move,6,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,5004000,1040,Banashankari,3 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4550000,1010,Hennagara,2 BHK,Ready To Move,2,9,9,Prarkun,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,16000000,785,Hennagara,4 BHK,Ready To Move,2,9,9,RMudeat,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5000000,2689,Konanakunte,2 BHK,21-Jan,2,9,9,PrarePa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9359000,1015,Begur,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3030000,1065,Begur,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6200000,1065,Horamavu Banjara Lyout,2 BHK,Ready To Move,2,9,9,LIandee,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,4800000,1220,Hosa Road,1 Bedroom,Ready To Move,1,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,49200000,1851,RMV,2 BHK,Ready To Move,2,9,9,GrrvaGr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8218000,1100,Ramamurthy Nagar,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8039000,1720,Electronic City Phase 1,2 BHK,Ready To Move,2,9,9,Rarelt ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5868000,1010,Bommasandra,2 BHK,Ready To Move,2,9,9,Sronda ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,6021000,1339,Mallasandra,1 BHK,Ready To Move,1,9,9,NaensGa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8137000,1050,Varthur,3 BHK,Ready To Move,5,9,9,Brica E,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,35900000,3240,JP Nagar Phase 2,2 BHK,Ready To Move,2,9,9,DLhtsnd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5222000,1505,Electronic City Phase 2,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5000000,1470,Electronic City Phase 2,2 BHK,18-May,2,9,9,Inntsth,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,59000000,1045,Electronic City Phase 2,4 Bedroom,Ready To Move,,9,9,MRowsea,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,24500000,1075,Electronic City Phase 2,5 BHK,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,2922000,1465,Electronic City Phase 2,3 BHK,Ready To Move,3,9,9,Viockit,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,10000000,3145,Marathahalli,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4900000,1004,Ramamurthy Nagar,2 BHK,Ready To Move,2,9,9,Sonviik,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5544000,1096,Hebbal,2 BHK,Ready To Move,2,9,9,SLtias ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,3200000,3900,Sadashiva Nagar,7 Bedroom,Ready To Move,7,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,17500000,2370,JP Nagar Phase 7,3 BHK,Ready To Move,3,9,9,InockHo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
