id,area_type,price,total_sqft,location,size,availability,bath,balcony,society,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,LandscapedGardens,ATM,School,CarParking,Hospital,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea
2713,Super built-up  Area,3800000,820,Model Town,2 BHK,Ready To Move,2,9,BrkSide,1969,1969,11,2010,20,40,874,0,9,9,9,9,9,9,5,6,0,510,0,354,864,874,0,0,874
2714,Super built-up  Area,84100000,950,Duggal Colony,3 BHK,Ready To Move,2,9,NoRidge,1999,1999,7,2011,60,63,1516,651,9,9,9,9,9,9,7,7,0,125,1031,36,1192,1516,651,0,2167
2715,Super built-up  Area,174500000,1821,Shivalik,2 BHK,Ready To Move,1,9,Edwards,1956,1956,7,2011,60,75,760,896,9,9,9,9,9,9,7,5,92,0,0,746,746,760,896,0,1656
2716,Super built-up  Area,12000000,2741,Greater Kailash II,2 BHK,Ready To Move,2,9,Gilbert,1957,1989,11,2012,50,NA,959,408,9,9,9,9,9,9,6,6,0,425,0,459,884,959,408,0,1367
2717,Super built-up  Area,9000000,600,Faridabad Gurgaon Road,2 BHK,18-Mar,2,9,NAmes,1919,1950,8,2012,20,80,1987,0,9,9,9,9,9,9,8,5,554,1314,0,672,1986,1987,0,0,1987
2718,Super built-up  Area,29900000,900,Vasant Kunj,1 BHK,18-Dec,1,9,Gilbert,1998,1999,7,2013,30,69,864,0,9,9,9,9,9,9,5,8,0,0,0,864,864,864,0,0,864
2719,Plot  Area,14600000,2800,Sector 18A Dwarka,3 Bedroom,Ready To Move,2,9,NAmes,1999,1999,7,2020,80,75,1166,0,9,9,9,9,9,9,7,5,182,655,0,201,856,1166,0,0,1166
2720,Super built-up  Area,35000000,1650,Sector 4 Dwarka,3 BHK,Ready To Move,1,9,ClearCr,1910,1950,7,2020,20,72,1054,0,9,9,9,9,9,9,6,8,0,602,438,14,1054,1054,0,0,1054
2721,Super built-up  Area,9800000,2530,Civil Lines,3 BHK,Ready To Move,2,9,BrkSide,2008,2009,6,2018,60,NA,892,783,9,9,9,9,9,9,6,5,0,0,0,841,841,892,783,0,1675
2722,Super built-up  Area,8300000,1845,DLF Farms,3 BHK,Ready To Move,1,9,NAmes,1935,1997,6,2019,20,55,1050,0,9,9,9,9,9,9,5,6,0,504,0,546,1050,1050,0,0,1050
2723,Built-up  Area,17500000,1930,86 Sector 21 Road,2 BHK,Ready To Move,2,9,Somerst,1958,1958,11,2020,50,44,1104,684,9,9,9,9,9,9,4,5,0,0,0,1104,1104,1104,684,0,1788
2724,Super built-up  Area,8500000,1800,Sector 2 Dwarka,3 BHK,20-Mar,1,9,OldTown,1979,1979,7,2020,70,65,1060,764,9,9,9,9,9,9,6,6,0,0,0,764,764,1060,764,0,1824
2725,Built-up  Area,14500000,900,Sarita Vihar,2 BHK,Ready To Move,1,9,Timber,1968,1968,8,2019,120,85,1337,0,9,9,9,9,9,9,6,5,0,266,0,1139,1405,1337,0,0,1337
2726,Super built-up  Area,13500000,1550,Sarita Vihar,2 BHK,Ready To Move,1,9,Crawfor,1965,1965,3,2018,160,70,713,739,9,9,9,9,9,9,7,5,218,450,0,241,691,713,739,0,1452
2727,Super built-up  Area,26000000,1600,Sarita Vihar,2 BHK,Ready To Move,2,9,NAmes,1959,2006,1,2015,190,66,964,925,9,9,9,9,9,9,7,4,0,0,0,925,925,964,925,0,1889
2728,Super built-up  Area,2000000,1800,Vasant Kunj,3 BHK,18-Nov,2,9,ClearCr,1910,2003,5,2016,20,64,2018,0,9,9,9,9,9,9,9,5,0,0,0,2002,2002,2018,0,0,2018
2729,Super built-up  Area,4800000,1350,Dwarka Mor,2 BHK,Ready To Move,1,9,NWAmes,1948,1950,5,2020,50,68,1968,1479,9,9,9,9,9,9,8,9,632,192,0,536,728,1968,1479,0,3447
2730,Super built-up  Area,4200000,990,Shaheen Bagh Jamia Nagar,2 BHK,Ready To Move,2,9,Sawyer,1972,1972,7,2020,50,80,874,650,9,9,9,9,9,9,5,5,180,460,0,414,874,874,650,0,1524
2731,Super built-up  Area,18800000,945,1 Lane Johri Farm,2 BHK,Ready To Move,3,9,Edwards,1967,1976,4,2020,40,70,1332,192,9,9,9,9,9,9,7,6,0,1258,0,74,1332,1332,192,0,1524
2732,Built-up  Area,3200000,600,Vasant Kunj,3 BHK,Ready To Move,1,9,Crawfor,2002,2002,8,2019,20,120,1489,0,9,9,9,9,9,9,6,7,0,0,0,1489,1489,1489,0,0,1489
2733,Super built-up  Area,6200000,620,Bamnoli Sector 28 Dwarka,2 BHK,Ready To Move,0,9,NAmes,1920,1950,11,2019,20,69,935,0,9,9,9,9,9,9,5,6,114,560,375,0,935,935,0,0,935
2734,Plot  Area,13000000,850,Sector24,3 Bedroom,Ready To Move,2,9,NWAmes,2002,2002,5,2018,80,88,1357,0,9,9,9,9,9,9,6,7,84,719,0,300,1019,1357,0,0,1357
2735,Built-up  Area,25500000,1300,IP Extension,4 BHK,Ready To Move,1,9,NWAmes,1990,1990,11,2015,50,50,661,589,9,9,9,9,9,9,5,6,0,0,0,661,661,661,589,0,1250
2736,Built-up  Area,5500000,1700,Saket,3 BHK,Ready To Move,1,9,CollgCr,1977,2008,7,2014,90,30,928,992,9,9,9,9,9,9,5,5,567,220,0,708,928,928,992,0,1920
2737,Built-up  Area,2450000,800,Anand Lok,3 BHK,Ready To Move,2,9,IDOTRR,1971,1971,12,2014,60,78,735,660,9,9,9,9,9,9,6,6,0,593,0,130,723,735,660,0,1395
2738,Built-up  Area,354099999,700,Devli,2 BHK,Ready To Move,2,9,CollgCr,1919,1990,6,2017,80,70,1724,0,9,9,9,9,9,9,6,5,359,528,0,1152,1680,1724,0,0,1724
2739,Super built-up  Area,3800000,5412,Safdarjung Enclave,2 BHK,19-Dec,1,9,Timber,1939,1950,3,2017,60,60,1128,903,9,9,9,9,9,9,8,5,NA,804,0,324,1128,1128,903,0,2031
2740,Super built-up  Area,2000000,990,Zakir Nagar,7 BHK,Ready To Move,1,9,CollgCr,1963,1963,4,2017,50,71,698,430,9,9,9,9,9,9,4,4,0,0,0,698,698,698,430,0,1128
2741,Super built-up  Area,3000000,675,Khanpur Deoli,2 BHK,Ready To Move,2,9,Mitchel,1964,1964,3,2018,20,NA,1573,0,9,9,9,9,9,9,7,5,110,788,0,785,1573,1573,0,0,1573
2742,Built-up  Area,6800000,900,Paryavaran Complex,2 BHK,Ready To Move,1,9,SWISU,2000,2000,7,2018,20,84,1339,0,9,9,9,9,9,9,7,5,54,1053,0,256,1309,1339,0,0,1339
2743,Super built-up  Area,5000000,972,Jasola,3 BHK,Ready To Move,2,9,BrkSide,2006,2006,9,2016,20,73,1040,0,9,9,9,9,9,9,5,7,0,532,144,364,1040,1040,0,0,1040
2744,Plot  Area,4000000,1000,Dwarka Mor,3 Bedroom,Ready To Move,2,9,NWAmes,1964,1964,4,2016,90,92,912,912,9,9,9,9,9,9,6,5,0,0,0,912,912,912,912,0,1824
2745,Super built-up  Area,2000000,900,Dwarka Mor,3 BHK,Ready To Move,2,9,ClearCr,1972,1972,3,2015,50,80,1699,748,9,9,9,9,9,9,6,7,0,0,0,804,804,1699,748,0,2447
2746,Plot  Area,3000000,500,Dwarka Mor,4 Bedroom,18-Dec,2,9,StoneBr,1892,1965,5,2010,50,76,825,587,9,9,9,9,9,9,6,6,0,0,0,780,780,825,587,0,1412
2747,Super built-up  Area,2600000,750,Dwarka Mor,2 BHK,18-Apr,2,9,NridgHt,1976,1976,6,2011,20,55,1328,0,9,9,9,9,9,9,6,5,451,569,81,678,1328,1328,0,0,1328
2748,Super built-up  Area,3500000,650,Dwarka Mor,2 BHK,Ready To Move,1,9,NAmes,1955,1990,6,2011,20,129,1582,0,9,9,9,9,9,9,5,5,621,812,0,812,1624,1582,0,0,1582
2749,Super built-up  Area,2500000,850,Dwarka Mor,2 BHK,Ready To Move,1,9,BrDale,1968,1968,10,2012,120,140,1659,0,9,9,9,9,9,9,8,5,0,1158,0,343,1501,1659,0,0,1659
2750,Super built-up  Area,10500000,600,Dwarka Mor,2 BHK,Ready To Move,2,9,OldTown,1963,1963,10,2012,60,107,1120,850,9,9,9,9,9,9,8,5,788,0,0,1085,1085,1120,850,0,1970
2751,Plot  Area,14500000,1150,i p extension patparganj,3 Bedroom,Ready To Move,2,9,NWAmes,2005,2006,4,2013,80,83,1152,0,9,9,9,9,9,9,5,7,86,1014,0,138,1152,1152,0,0,1152
2752,Super built-up  Area,24000000,1869,Sector 6 Dwarka,2 BHK,Ready To Move,2,9,Edwards,2008,2008,2,2020,160,82,630,672,9,9,9,9,9,9,5,7,268,231,0,399,630,630,672,0,1302
2753,Plot  Area,19500000,2798,Sector 6 Dwarka,7 Bedroom,Ready To Move,1,9,NAmes,1959,1994,12,2020,70,60,1378,994,9,9,9,9,9,9,5,4,0,0,0,994,994,1378,994,0,2372
2754,Super built-up  Area,23000000,2369,Sector 6 Dwarka,2 BHK,18-Apr,2,9,NAmes,1999,1999,3,2018,60,34,832,832,9,9,9,9,9,9,7,5,0,194,0,638,832,832,832,0,1664
2755,Super built-up  Area,7500000,2600,Sector 6 Dwarka,2 BHK,Ready To Move,2,9,Edwards,1942,1950,4,2019,20,74,864,0,9,9,9,9,9,9,5,7,0,167,0,697,864,864,0,0,864
2756,Super built-up  Area,150000000,900,Inderpuri,1 BHK,18-Aug,2,9,Edwards,1994,1994,11,2020,20,50,1052,0,9,9,9,9,9,9,5,5,168,1016,0,36,1052,1052,0,0,1052
2757,Carpet  Area,11200000,16000,Sainik Farms,2 BHK,18-Dec,1,9,NAmes,2005,2005,12,2020,20,35,1128,0,9,9,9,9,9,9,5,6,148,776,0,344,1120,1128,0,0,1128
2758,Super built-up  Area,7500000,1100,Sarita Vihar,2 BHK,21-Dec,1,9,Gilbert,2004,2004,6,2019,180,77,1072,0,9,9,9,9,9,9,6,5,82,547,0,0,547,1072,0,0,1072
2759,Built-up  Area,21000000,900,MBS Nagar Block WZ,4 Bedroom,Ready To Move,2,9,Crawfor,2006,2007,1,2018,60,NA,4692,950,9,9,9,9,9,9,10,5,796,5644,0,466,6110,4692,950,0,5642
2760,Super built-up  Area,4500000,1800,Block A,3 BHK,Ready To Move,2,9,NoRidge,2005,2006,5,2015,20,NA,1246,0,9,9,9,9,9,9,5,7,0,340,906,0,1246,1246,0,0,1246
2761,Built-up  Area,21000000,495,MBS Nagar Block WZ,3 BHK,Ready To Move,2,9,Somerst,1994,1995,5,2016,60,60,1005,978,9,9,9,9,9,9,7,5,344,694,0,284,978,1005,978,0,1983
2762,Super built-up  Area,50000000,1400,Block A,3 BHK,Ready To Move,1,9,Edwards,1948,2005,11,2020,70,120,753,741,9,9,9,9,9,9,6,7,0,547,0,224,771,753,741,0,1494
2763,Built-up  Area,7500000,1400,New Ashok Nagar Block E,2 BHK,17-Sep,2,9,NridgHt,1991,1991,12,2020,60,55,1203,1323,9,9,9,9,9,9,8,5,391,740,0,425,1165,1203,1323,0,2526
2764,Plot  Area,12500000,900,MBS Nagar Block WZ,3 Bedroom,Ready To Move,1,9,NridgHt,1959,2002,4,2020,20,60,1616,0,9,9,9,9,9,9,7,5,228,0,0,1616,1616,1616,0,0,1616
2765,Super built-up  Area,22500000,1450,Jasola,2 BHK,Ready To Move,2,9,CollgCr,2005,2007,4,2019,160,NA,976,732,9,9,9,9,9,9,7,5,117,0,0,976,976,976,732,0,1708
2766,Plot  Area,270000000,2210,Sector 22 Dwarka,4 Bedroom,Ready To Move,2,9,OldTown,1990,1990,11,2019,20,80,1652,0,9,9,9,9,9,9,9,5,300,1572,0,80,1652,1652,0,0,1652
2767,Super built-up  Area,325000000,5422,Greater Kailash,2 BHK,Ready To Move,2,9,SawyerW,1999,1999,9,2018,120,37,1368,0,9,9,9,9,9,9,7,5,94,0,0,1368,1368,1368,0,0,1368
2768,Super built-up  Area,320000000,7254,Greater Kailash,4 BHK,Ready To Move,2,9,Crawfor,1954,1954,5,2015,20,75,990,0,9,9,9,9,9,9,5,5,0,746,0,244,990,990,0,0,990
2769,Built-up  Area,4800000,7251,Greater Kailash,2 BHK,Ready To Move,2,9,CollgCr,1969,1969,5,2014,20,66,1122,0,9,9,9,9,9,9,5,7,0,144,608,172,924,1122,0,0,1122
2770,Super built-up  Area,19000000,900,Pocket 12,3 BHK,Ready To Move,1,9,NoRidge,2008,2008,6,2014,20,90,1294,0,9,9,9,9,9,9,6,5,88,1200,0,78,1278,1294,0,0,1294
2771,Plot  Area,42500000,1200,Alaknanda Gangotri Enclave,4 Bedroom,Ready To Move,1,9,NoRidge,2006,2007,5,2017,20,80,1902,0,9,9,9,9,9,9,7,8,0,1406,0,496,1902,1902,0,0,1902
2772,Built-up  Area,15500000,2900,Chittaranjan Park,2 BHK,Ready To Move,2,9,Edwards,2001,2002,1,2017,20,90,1274,0,9,9,9,9,9,9,7,5,80,925,0,349,1274,1274,0,0,1274
2773,Super built-up  Area,13500000,1000,Alaknanda Gangotri Enclave,2 BHK,Ready To Move,2,9,NAmes,1954,1954,6,2017,60,66,1453,1357,9,9,9,9,9,9,8,5,336,482,0,971,1453,1453,1357,0,2810
2774,Super built-up  Area,13000000,1000,Alaknanda Gangotri Enclave,2 BHK,Ready To Move,2,9,CollgCr,1957,1957,5,2018,60,118,1422,1177,9,9,9,9,9,9,9,5,165,0,0,1393,1393,1422,1177,0,2599
2775,Plot  Area,10500000,1150,Chittaranjan Park,4 Bedroom,Ready To Move,2,9,Somerst,1949,1950,10,2018,20,70,948,0,9,9,9,9,9,9,4,6,0,732,0,216,948,948,0,0,948
2776,Super built-up  Area,15500000,1150,Chittaranjan Park,1 BHK,Ready To Move,2,9,CollgCr,1992,1992,6,2016,60,87,1092,1020,9,9,9,9,9,9,6,5,0,500,276,176,952,1092,1020,0,2112
2777,Super built-up  Area,16000000,1400,Delhi,2 BHK,Ready To Move,1,9,Edwards,1940,1950,1,2016,20,80,1630,0,9,9,9,9,9,9,8,5,270,0,0,1622,1622,1630,0,0,1630
2778,Super built-up  Area,25000000,2000,Delhi,2 BHK,Ready To Move,2,9,NAmes,2006,2007,4,2015,120,116,1352,0,9,9,9,9,9,9,7,5,0,0,0,1352,1352,1352,0,0,1352
2779,Plot  Area,10800000,3600,Delhi,5 Bedroom,Ready To Move,2,9,BrkSide,1922,1950,8,2010,20,NA,1787,0,9,9,9,9,9,9,8,5,178,0,0,1753,1753,1787,0,0,1787
2780,Built-up  Area,14600000,1333,Sector 18A Dwarka,2 Bedroom,Ready To Move,2,9,NoRidge,1931,2006,2,2011,20,NA,948,0,9,9,9,9,9,9,4,5,132,492,0,372,864,948,0,0,948
2781,Super built-up  Area,17000000,1894,Sector 19 Dwarka,2 BHK,Ready To Move,2,9,BrkSide,1982,2008,6,2011,20,90,1478,0,9,9,9,9,9,9,6,3,0,189,661,628,1478,1478,0,0,1478
2782,Plot  Area,14800000,1904,Sector 19B,7 Bedroom,Ready To Move,1,9,Somerst,1920,1950,7,2012,20,NA,720,0,9,9,9,9,9,9,3,6,0,0,0,0,0,720,0,0,720
2783,Super built-up  Area,50000000,1894,Sector 4 Dwarka,3 BHK,Ready To Move,1,9,IDOTRR,1998,1998,6,2012,60,50,1061,862,9,9,9,9,9,9,7,5,0,674,0,76,750,1061,862,0,1923
2784,Super built-up  Area,50000000,4430,Delhi,3 BHK,Ready To Move,1,9,Edwards,2006,2006,12,2013,30,65,708,0,9,9,9,9,9,9,4,7,0,280,0,140,420,708,0,0,708
2785,Super built-up  Area,16000000,4430,Delhi,2 BHK,Ready To Move,2,9,Mitchel,1976,1976,2,2020,20,150,1795,0,9,9,9,9,9,9,8,5,428,0,0,1795,1795,1795,0,0,1795
2786,Super built-up  Area,20000000,2000,Delhi,2 BHK,Ready To Move,1,9,OldTown,1938,1958,1,2020,30,60,796,0,9,9,9,9,9,9,4,4,0,0,0,796,796,796,0,0,796
2787,Plot  Area,16000000,2400,Delhi,4 Bedroom,Ready To Move,2,9,Gilbert,1938,1995,5,2020,30,71,774,0,9,9,9,9,9,9,3,6,0,544,0,0,544,774,0,0,774
2788,Super built-up  Area,15500000,2400,Delhi,3 BHK,Ready To Move,1,9,Somerst,1970,1970,10,2020,20,94,816,0,9,9,9,9,9,9,5,9,0,641,0,175,816,816,0,0,816
2789,Super built-up  Area,15500000,1500,Delhi,1 RK,20-Aug,1,9,CollgCr,1977,1977,6,2020,50,75,1584,1208,9,9,9,9,9,9,6,7,0,493,0,1017,1510,1584,1208,0,2792
2790,Plot  Area,11800000,1850,Delhi,3 Bedroom,Ready To Move,1,9,Edwards,1973,1973,6,2020,60,90,955,677,9,9,9,9,9,9,7,5,0,0,0,935,935,955,677,0,1632
2791,Super built-up  Area,14700000,1200,Delhi,3 BHK,Ready To Move,2,9,IDOTRR,1941,1950,12,2020,20,NA,1588,0,9,9,9,9,9,9,8,5,410,0,0,1588,1588,1588,0,0,1588
2792,Super built-up  Area,17500000,1800,Delhi,3 BHK,Ready To Move,2,9,BrDale,2002,2002,7,2020,80,111,954,0,9,9,9,9,9,9,5,5,0,483,0,428,911,954,0,0,954
2793,Super built-up  Area,11800000,1950,Delhi,2 BHK,Ready To Move,2,9,NWAmes,1972,1972,5,2020,20,99,816,0,9,9,9,9,9,9,4,6,0,690,0,126,816,816,0,0,816
2794,Super built-up  Area,15500000,1200,Delhi,2 BHK,19-Dec,1,9,NWAmes,1971,1971,7,2020,50,86,803,557,9,9,9,9,9,9,5,6,0,0,0,803,803,803,557,0,1360
2795,Built-up  Area,23500000,1400,Delhi,6 Bedroom,Ready To Move,1,9,OldTown,2003,2004,5,2020,160,49,765,600,9,9,9,9,9,9,5,6,312,765,0,0,765,765,600,0,1365
2796,Super built-up  Area,23500000,2600,Delhi,3 BHK,Ready To Move,1,9,CollgCr,2002,2002,4,2020,20,96,1334,0,9,9,9,9,9,9,6,5,360,686,0,664,1350,1334,0,0,1334
2797,Built-up  Area,45000000,2600,Delhi,3 BHK,Ready To Move,1,9,CollgCr,1928,1950,11,2020,90,50,1656,0,9,9,9,9,9,9,5,5,564,0,0,1656,1656,1656,0,0,1656
2798,Built-up  Area,13000000,4430,Delhi,4 Bedroom,Ready To Move,2,9,NAmes,2006,2006,3,2020,20,32,693,0,9,9,9,9,9,9,4,4,0,0,0,693,693,693,0,0,693
2799,Plot  Area,13899999,1420,Delhi,2 Bedroom,Ready To Move,2,9,SawyerW,1920,1950,6,2020,60,80,920,941,9,9,9,9,9,9,7,5,0,700,0,216,916,920,941,0,1861
2800,Plot  Area,10800000,1906,Sector 23 Dwarka,4 Bedroom,Ready To Move,1,9,CollgCr,1968,2003,6,2020,70,NA,864,0,9,9,9,9,9,9,5,7,0,360,0,504,864,864,0,0,864
2801,Super built-up  Area,14600000,1333,Sector 18A Dwarka,2 BHK,Ready To Move,2,9,Crawfor,2006,2007,6,2020,60,60,872,0,9,9,9,9,9,9,4,5,0,0,0,858,858,872,0,0,872
2802,Super built-up  Area,17000000,1894,Sector 19 Dwarka,3 BHK,20-Dec,1,9,CollgCr,1998,1998,7,2020,50,NA,1114,0,9,9,9,9,9,9,6,5,0,814,0,300,1114,1114,0,0,1114
2803,Built-up  Area,14800000,1904,Sector 19B,4 Bedroom,Ready To Move,1,9,OldTown,1872,1987,8,2020,20,70,1284,885,9,9,9,9,9,9,8,5,149,0,0,1284,1284,1284,885,0,2169
2804,Plot  Area,19000000,1894,Sector 4 Dwarka,6 Bedroom,Ready To Move,1,9,NWAmes,1969,1969,3,2020,60,85,1172,741,9,9,9,9,9,9,6,6,0,0,0,896,896,1172,741,0,1913
2805,Super built-up  Area,15800000,2200,Sector 19 Dwarka,2 BHK,Ready To Move,2,9,Timber,1962,1962,7,2020,50,59,728,728,9,9,9,9,9,9,7,5,0,0,0,728,728,728,728,0,1456
2806,Super built-up  Area,16500000,1886,Sector 4 Dwarka,3 BHK,Ready To Move,1,9,SawyerW,1937,2000,7,2020,190,59,960,0,9,9,9,9,9,9,4,4,0,250,0,710,960,960,0,0,960
2807,Plot  Area,654599999,2863,Sector 4 Dwarka,2 Bedroom,Ready To Move,2,9,OldTown,1995,1996,6,2020,20,NA,2156,0,9,9,9,9,9,9,7,7,0,297,68,1203,1568,2156,0,0,2156
2808,Super built-up  Area,383500000,5621,Hauz Khas,2 BHK,Ready To Move,1,9,NAmes,2000,2000,5,2020,60,86,1776,0,9,9,9,9,9,9,8,5,100,80,0,1652,1732,1776,0,0,1776
2809,Built-up  Area,21000000,5211,Safdarjung Enclave,2 BHK,Ready To Move,2,9,NAmes,1968,1992,8,2020,20,70,1494,0,9,9,9,9,9,9,7,5,0,1443,0,39,1482,1494,0,0,1494
2810,Plot  Area,16500000,2350,Sector 13 Dwarka,,Immediate Possession,2,9,BrkSide,1966,1966,12,2020,20,91,938,1215,9,9,9,9,9,9,8,5,0,259,0,425,684,938,1215,205,2358
2811,Super built-up  Area,16500000,1800,Sector 13 Dwarka,2 BHK,Ready To Move,2,9,NoRidge,1971,2008,8,2020,20,66,1338,1296,9,9,9,9,9,9,5,5,368,500,0,748,1248,1338,1296,0,2634
2812,Super built-up  Area,60000000,1200,Delhi,3 BHK,Ready To Move,2,9,CollgCr,2000,2000,3,2020,45,85,858,858,9,9,9,9,9,9,6,6,318,319,0,539,858,858,858,0,1716
2813,Super built-up  Area,25000000,2202,Roop Nagar,1 BHK,Ready To Move,2,9,NWAmes,2004,2005,7,2020,20,60,786,390,9,9,9,9,9,9,6,9,0,0,0,698,698,786,390,0,1176
2814,Super built-up  Area,6000000,1501,Kamla Nagar,3 BHK,Ready To Move,1,9,NAmes,1921,1998,3,2020,90,NA,2053,1185,9,9,9,9,9,9,8,5,579,816,0,1217,2033,2053,1185,0,3238
2815,Super built-up  Area,9500000,1000,param puri,2 BHK,Ready To Move,1,9,NAmes,2005,2005,6,2020,20,63,992,873,9,9,9,9,9,9,7,5,0,735,0,257,992,992,873,0,1865
2816,Plot  Area,16000000,1100,Om Nagar,9 Bedroom,Ready To Move,2,9,Somerst,1920,2007,9,2020,20,36,1222,698,9,9,9,9,9,9,7,6,143,0,0,570,570,1222,698,0,1920
2817,Carpet  Area,2000000,1100,Delhi Meerut Expressway,3 BHK,18-Dec,2,9,NridgHt,2006,2007,10,2020,60,65,892,0,9,9,9,9,9,9,5,5,65,340,0,524,864,892,0,0,892
2818,Super built-up  Area,65000000,620,Delhi Meerut Expressway,3 BHK,Ready To Move,3,9,SWISU,2005,2005,4,2020,45,NA,1078,0,9,9,9,9,9,9,5,6,0,734,0,344,1078,1078,0,0,1078
2819,Super built-up  Area,6000000,1854,Om Nagar,2 BHK,18-May,1,9,StoneBr,2000,2000,6,2020,20,NA,769,804,9,9,9,9,9,9,6,5,216,378,0,378,756,769,804,0,1573
2820,Super built-up  Area,6000000,1000,Delhi Meerut Expressway,2 BHK,Ready To Move,1,9,NAmes,1999,1999,9,2020,120,36,1980,0,9,9,9,9,9,9,9,5,66,1447,0,533,1980,1980,0,0,1980
2821,Built-up  Area,65000000,1000,param puri,3 BHK,Ready To Move,2,9,Gilbert,1977,1977,5,2020,20,56,990,1611,9,9,9,9,9,9,5,6,0,0,0,612,612,990,1611,0,2601
2822,Super built-up  Area,55000000,1854,Om Nagar,2 BHK,Ready To Move,2,9,Somerst,2003,2004,6,2020,20,68,1530,0,9,9,9,9,9,9,7,5,16,1274,0,256,1530,1530,0,0,1530
2823,Super built-up  Area,9500000,426,Om Nagar,2 BHK,Ready To Move,3,9,Somerst,2003,2003,6,2020,20,NA,1281,457,9,9,9,9,9,9,4,4,0,0,0,715,715,1281,457,0,1738
2824,Super built-up  Area,17000000,1000,Paschim Vihar,2 BHK,Ready To Move,2,9,CollgCr,1920,1950,3,2020,20,60,616,796,9,9,9,9,9,9,6,5,0,0,0,616,616,616,796,0,1412
2825,Built-up  Area,35000000,2200,Sector 5 Dwarka,3 BHK,Ready To Move,2,9,MeadowV,1955,1996,4,2020,20,60,520,600,9,9,9,9,9,9,7,5,0,0,0,600,600,520,600,80,1200
2826,Super built-up  Area,55000000,2500,Om Nagar,3 BHK,Ready To Move,2,9,CollgCr,1998,1998,1,2020,30,60,814,860,9,9,9,9,9,9,7,5,0,533,0,281,814,814,860,0,1674
2827,Built-up  Area,45000000,4503,Om Nagar,9 Bedroom,Ready To Move,2,9,CollgCr,2001,2002,6,2020,70,105,882,908,9,9,9,9,9,9,7,5,158,633,0,240,873,882,908,0,1790
2828,Built-up  Area,35000000,400,Om Nagar,2 BHK,Ready To Move,2,9,OldTown,2005,2005,7,2020,20,NA,925,550,9,9,9,9,9,9,5,6,0,548,173,36,757,925,550,0,1475
2829,Super built-up  Area,90000000,2500,Om Nagar,2 BHK,Ready To Move,2,9,NAmes,2007,2007,6,2020,20,44,848,0,9,9,9,9,9,9,6,5,170,685,0,163,848,848,0,0,848
2830,Built-up  Area,65000000,2700,Om Nagar,2 BHK,Ready To Move,2,9,CollgCr,1930,1950,5,2020,20,92,1668,0,9,9,9,9,9,9,8,5,171,370,972,315,1657,1668,0,0,1668
2831,Super built-up  Area,12500000,1872,Om Nagar,2 BHK,Ready To Move,1,9,NoRidge,1941,1960,10,2020,120,78,840,534,9,9,9,9,9,9,4,6,0,315,105,420,840,840,534,0,1374
2832,Super built-up  Area,7500000,990,Road Number 1,3 BHK,Ready To Move,2,9,Somerst,1973,1973,10,2020,60,NA,1661,0,9,9,9,9,9,9,6,6,0,831,0,161,992,1661,0,0,1661
2833,Super built-up  Area,13000000,1504,param puri,2 BHK,Ready To Move,1,9,Timber,2006,2007,6,2020,20,NA,1108,989,9,9,9,9,9,9,7,6,0,975,0,133,1108,1108,989,0,2097
2834,Super built-up  Area,2300000,2520,Delhi Meerut Expressway,2 BHK,Ready To Move,1,9,SWISU,1914,1950,3,2020,20,64,2633,0,9,9,9,9,9,9,10,5,705,1282,0,1351,2633,2633,0,0,2633
2835,Super built-up  Area,3200000,900,Pitampura Vaishali,3 BHK,Ready To Move,2,9,Edwards,1970,1970,7,2020,20,21,1026,932,9,9,9,9,9,9,7,5,0,0,0,1026,1026,1026,932,0,1958
2836,Plot  Area,2200000,1350,Om Nagar,3 Bedroom,Ready To Move,2,9,BrDale,1920,1950,12,2020,90,NA,1571,0,9,9,9,9,9,9,8,5,80,0,0,1571,1571,1571,0,0,1571
2837,Super built-up  Area,40000000,405,KMP Expressway,3 BHK,Ready To Move,2,9,Timber,1918,2007,4,2020,20,59,790,0,9,9,9,9,9,9,6,5,0,384,0,384,768,790,0,0,790
2838,Super built-up  Area,2100000,1530,Om Nagar,2 BHK,18-Apr,2,9,Edwards,1939,1950,7,2020,20,NA,984,620,9,9,9,9,9,9,5,5,0,408,420,156,984,984,620,0,1604
2839,Super built-up  Area,8800000,2448,Pratap Nagar,1 BHK,21-Jun,1,9,NAmes,1922,2007,6,2020,85,101,483,504,9,9,9,9,9,9,6,5,408,309,0,174,483,483,504,0,987
2840,Super built-up  Area,170000000,900,Sarita Vihar,2 BHK,Ready To Move,2,9,OldTown,1978,1978,5,2020,20,78,754,640,9,9,9,9,9,9,5,5,0,0,0,384,384,754,640,0,1394
2841,Super built-up  Area,7000000,2000,Pitampura Vaishali,3 BHK,Ready To Move,1,9,Sawyer,1916,1950,6,2020,20,NA,864,0,9,9,9,9,9,9,3,3,0,203,0,661,864,864,0,0,864
2842,Built-up  Area,80000000,900,Om Nagar,1 BHK,Ready To Move,2,9,Edwards,2006,2007,5,2020,120,NA,2117,0,9,9,9,9,9,9,6,7,0,865,0,340,1205,2117,0,0,2117
