id,area_type,price,total_sqft,location,size,availability,balcony,society,bath,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,SwimmingPool,ShoppingMall,SportsFacility,ATM,School,Hospital,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,KitchenAbvGr
3413,Carpet  Area,12740000,1300,Rajpur,3 BHK,Ready To Move,9,Sawyer,1,1954,1994,10,2015,60,NA,728,728,9,9,9,9,9,9,9,0,0,728,728,728,728,0,1456,1
3414,Super built-up  Area,9800000,1000,Keshtopur,4 BHK,Ready To Move,9,NAmes,1,1979,2009,1,2016,45,42,1269,0,9,9,9,9,9,9,9,374,532,363,1269,1269,0,0,1269,1
3415,Super built-up  Area,19600000,2000,Rajarhat,4 BHK,Ready To Move,9,BrDale,1,1963,2005,7,2020,20,100,886,0,9,9,9,9,9,9,9,0,0,190,190,886,0,0,886,1
3416,Super built-up  Area,16660000,1700,Patuli,3 BHK,20-Jun,9,Somerst,2,1936,1959,4,2020,60,NA,720,0,9,9,9,9,9,9,9,495,0,225,720,720,0,0,720,1
3417,Built-up  Area,17640000,1800,Keshtopur,2 BHK,Ready To Move,9,Edwards,1,1979,2000,7,2018,30,98,3228,0,9,9,9,9,9,9,9,1231,0,1969,3200,3228,0,0,3228,1
3418,Built-up  Area,11760000,1200,Keshtopur,2 BHK,Ready To Move,9,Crawfor,1,2009,2006,5,2020,60,70,1133,687,9,9,9,9,9,9,9,329,0,697,1026,1133,687,0,1820,1
3419,Plot  Area,11760000,1200,Garia,5 Bedroom,Ready To Move,9,NPkVill,1,1961,1958,3,2020,20,85,899,0,9,9,9,9,9,9,9,450,0,414,864,899,0,0,899,1
3420,Plot  Area,16660000,1700,Keshtopur,2 Bedroom,Ready To Move,9,OldTown,3,1971,1983,6,2018,160,65,912,0,9,9,9,9,9,9,9,111,279,522,912,912,0,0,912,1
3421,Super built-up  Area,16170000,1650,Garia,2 BHK,Ready To Move,9,SawyerW,2,1957,1950,6,2019,60,78,672,546,9,9,9,9,9,9,9,356,0,316,672,672,546,0,1218,1
3422,Super built-up  Area,14700000,1500,New Town,2 BHK,Ready To Move,9,Somerst,1,2003,2009,6,2020,20,60,866,902,9,9,9,9,9,9,9,400,0,466,866,866,902,0,1768,1
3423,Built-up  Area,24500000,2500,Garia,2 BHK,Ready To Move,9,OldTown,1,2006,1972,9,2020,20,60,1214,0,9,9,9,9,9,9,9,698,96,420,1214,1214,0,0,1214,1
3424,Built-up  Area,24500000,2500,Tangra,3 BHK,Ready To Move,9,NAmes,1,1967,1997,2,2019,80,60,1801,0,9,9,9,9,9,9,9,1247,0,254,1501,1801,0,0,1801,1
3425,Carpet  Area,24108000,2460,Rishra,4 BHK,18-Dec,9,NAmes,2,1954,1998,5,2018,60,NA,855,467,9,9,9,9,9,9,9,257,495,103,855,855,467,0,1322,1
3426,Super built-up  Area,27440000,2800,Budge Budge,5 BHK,Ready To Move,9,NridgHt,1,2006,2004,4,2015,80,35,960,1000,9,9,9,9,9,9,9,0,0,960,960,960,1000,0,1960,2
3427,Super built-up  Area,24166800,2466,Maheshtala,3 BHK,Ready To Move,9,NAmes,2,1936,2000,6,2016,70,82,1065,846,9,9,9,9,9,9,9,380,0,397,777,1065,846,0,1911,1
3428,Built-up  Area,16170000,1650,Haltu,4 BHK,Ready To Move,9,Mitchel,2,1983,1957,11,2020,120,24,1218,0,9,9,9,9,9,9,9,27,0,1191,1218,1218,0,0,1218,1
3429,Super built-up  Area,7938000,810,Keshtopur,2 BHK,Ready To Move,9,Crawfor,2,2005,1950,10,2020,20,70,689,689,9,9,9,9,9,9,9,141,0,548,689,689,689,0,1378,1
3430,Built-up  Area,12250000,1250,Keshtopur,2 BHK,Ready To Move,9,NridgHt,2,1960,2008,6,2020,20,65,1041,0,9,9,9,9,9,9,9,991,0,50,1041,1041,0,0,1041,1
3431,Super built-up  Area,35809200,3654,Garia,4 BHK,Ready To Move,9,NWAmes,2,1977,1997,7,2019,90,24,1363,0,9,9,9,9,9,9,9,650,180,178,1008,1363,0,0,1363,1
3432,Built-up  Area,37240000,3800,Keshtopur,2 BHK,Ready To Move,9,NoRidge,2,1925,2005,5,2019,190,50,1368,0,9,9,9,9,9,9,9,0,0,1368,1368,1368,0,0,1368,1
3433,Super built-up  Area,14268800,1456,Garia,2 BHK,Ready To Move,9,CollgCr,1,1949,2000,8,2018,30,NA,864,0,9,9,9,9,9,9,9,521,174,169,864,864,0,0,864,1
3434,Plot  Area,24068800,2456,Narendrapur,4 Bedroom,Ready To Move,9,Crawfor,1,2009,2008,8,2015,190,24,1080,0,9,9,9,9,9,9,9,336,0,748,1084,1080,0,0,1080,1
3435,Super built-up  Area,35809200,3654,N S C Bose Road,2 BHK,Ready To Move,9,OldTown,2,1970,2002,5,2014,30,122,789,0,9,9,9,9,9,9,9,0,0,768,768,789,0,0,789,1
3436,Super built-up  Area,22050000,2250,N S C Bose Road,1 BHK,Ready To Move,9,NAmes,1,1949,1975,9,2014,120,80,2020,0,9,9,9,9,9,9,9,1436,0,570,2006,2020,0,0,2020,1
3437,Plot  Area,44100000,4500,Salt Lake City,2 Bedroom,Ready To Move,9,BrkSide,1,1956,1989,8,2017,120,65,1378,741,9,9,9,9,9,9,9,0,0,689,689,1378,741,0,2119,1
3438,Plot  Area,19600000,2000,Salt Lake City,6 Bedroom,Ready To Move,9,Edwards,1,1991,1999,10,2017,60,130,1277,1067,9,9,9,9,9,9,9,0,0,1264,1264,1277,1067,0,2344,1
3439,Super built-up  Area,15680000,1600,Salt Lake City,3 BHK,Ready To Move,9,NoRidge,2,1958,2007,5,2017,80,NA,882,914,9,9,9,9,9,9,9,706,0,88,794,882,914,0,1796,1
3440,Plot  Area,49000000,5000,Salt Lake City,2 Bedroom,Ready To Move,9,Somerst,2,1994,1950,4,2018,60,50,1276,804,9,9,9,9,9,9,9,0,0,1276,1276,1276,804,0,2080,1
3441,Plot  Area,53900000,5500,Salt Lake City,6 Bedroom,Ready To Move,9,NAmes,2,1900,2004,7,2018,20,75,694,600,9,9,9,9,9,9,9,0,0,0,0,694,600,0,1294,2
3442,Super built-up  Area,44100000,4500,Salt Lake City,3 BHK,18-Apr,9,NridgHt,2,2005,1991,7,2016,20,60,1244,0,9,9,9,9,9,9,9,777,0,467,1244,1244,0,0,1244,1
3443,Plot  Area,24500000,2500,Salt Lake City,5 Bedroom,Ready To Move,9,Edwards,1,1993,1999,7,2016,20,36,1004,660,9,9,9,9,9,9,9,399,0,605,1004,1004,660,0,1664,1
3444,Super built-up  Area,11760000,1200,Tollygunge,2 BHK,Ready To Move,9,Crawfor,2,1980,1972,5,2015,20,55,3138,1538,9,9,9,9,9,9,9,2260,0,878,3138,3138,1538,0,4676,1
3445,Super built-up  Area,9800000,1000,Tollygunge,2 BHK,Ready To Move,9,Timber,1,1977,1968,6,2010,60,95,1383,1015,9,9,9,9,9,9,9,719,0,660,1379,1383,1015,0,2398,1
3446,Plot  Area,13230000,1350,Panchpota,4 Bedroom,Ready To Move,9,BrkSide,2,2003,2002,3,2011,180,60,1266,0,9,9,9,9,9,9,9,0,0,1257,1257,1266,0,0,1266,1
3447,Super built-up  Area,14063000,1435,Panchpota,3 BHK,Ready To Move,9,NAmes,3,1968,2006,9,2011,60,NA,928,0,9,9,9,9,9,9,9,377,0,551,928,928,0,0,928,1
3448,Super built-up  Area,18620000,1900,Panchpota,3 BHK,Ready To Move,9,BrkSide,2,2001,2000,12,2012,70,51,1476,1237,9,9,9,9,9,9,9,1330,0,122,1452,1476,1237,0,2713,1
3449,Super built-up  Area,17640000,1800,Garia,3 BHK,Ready To Move,9,Gilbert,2,1997,1999,11,2012,60,35,605,0,9,9,9,9,9,9,9,348,0,180,528,605,0,0,605,1
3450,Super built-up  Area,14700000,1500,Pancha Sayar,3 BHK,Ready To Move,9,Edwards,1,2007,1998,10,2013,50,68,2515,0,9,9,9,9,9,9,9,1219,0,816,2035,2515,0,0,2515,2
3451,Plot  Area,17640000,1800,Garia,5 Bedroom,Ready To Move,9,CollgCr,2,1965,2006,7,2020,20,80,1509,0,9,9,9,9,9,9,9,783,0,678,1461,1509,0,0,1509,1
3452,Built-up  Area,9800000,1000,New Town,5 BHK,Ready To Move,9,NAmes,1,2006,1988,12,2020,160,NA,751,611,9,9,9,9,9,9,9,0,0,611,611,751,611,0,1362,1
3453,Super built-up  Area,12740000,1300,New Town,2 BHK,Ready To Move,9,Sawyer,3,2004,1950,12,2018,20,98,827,0,9,9,9,9,9,9,9,0,0,0,0,827,0,0,827,1
3454,Super built-up  Area,29400000,3000,New Town,1 BHK,Ready To Move,9,CollgCr,2,1960,1970,10,2019,70,43,334,0,9,9,9,9,9,9,9,0,0,0,0,334,0,0,334,1
3455,Super built-up  Area,14700000,1500,Salt Lake City,2 BHK,Ready To Move,9,Timber,2,1926,1995,8,2020,50,NA,707,707,9,9,9,9,9,9,9,0,0,707,707,707,707,0,1414,1
3456,Super built-up  Area,17640000,1800,Salt Lake City,2 BHK,Ready To Move,9,NoRidge,1,2003,2004,5,2020,20,75,820,527,9,9,9,9,9,9,9,969,0,148,1117,820,527,0,1347,1
3457,Super built-up  Area,19600000,2000,Salt Lake City,3 BHK,Ready To Move,9,NWAmes,1,2005,1977,2,2019,60,68,880,844,9,9,9,9,9,9,9,0,0,880,880,880,844,0,1724,1
3458,Built-up  Area,49000000,5000,Salt Lake City,3 BHK,Ready To Move,9,NAmes,2,2006,1957,11,2018,60,59,864,0,9,9,9,9,9,9,9,600,0,264,864,864,0,0,864,1
3459,Super built-up  Area,24500000,2500,Salt Lake City,3 BHK,Ready To Move,9,Gilbert,1,1940,2006,6,2015,20,83,1159,0,9,9,9,9,9,9,9,673,0,378,1051,1159,0,0,1159,1
3460,Plot  Area,14700000,1500,Salt Lake City,3 Bedroom,Ready To Move,9,NWAmes,2,1976,2003,8,2016,85,NA,1601,0,9,9,9,9,9,9,9,1358,0,223,1581,1601,0,0,1601,1
3461,Plot  Area,12740000,1300,Salt Lake City,4 Bedroom,Ready To Move,9,BrkSide,1,1999,2004,5,2020,20,65,1838,0,9,9,9,9,9,9,9,1260,0,578,1838,1838,0,0,1838,1
3462,Plot  Area,10290000,1050,Salt Lake City,2 Bedroom,Ready To Move,9,Mitchel,1,1977,1950,7,2020,60,82,997,1288,9,9,9,9,9,9,9,0,0,969,969,997,1288,0,2285,1
3463,Super built-up  Area,15680000,1600,Tollygunge,3 BHK,Ready To Move,9,OldTown,2,1967,1957,7,2020,60,121,1680,0,9,9,9,9,9,9,9,144,1127,379,1650,1680,0,0,1680,1
3464,Built-up  Area,11760000,1200,Tollygunge,3 BHK,Ready To Move,9,Somerst,2,1958,1950,3,2019,20,80,767,0,9,9,9,9,9,9,9,584,139,0,723,767,0,0,767,1
3465,Super built-up  Area,34300000,3500,Tollygunge,1 BHK,Ready To Move,9,NPkVill,2,1890,1997,5,2019,20,68,664,832,9,9,9,9,9,9,9,554,0,100,654,664,832,0,1496,1
3466,Super built-up  Area,13230000,1350,Belghoria,2 BHK,18-Dec,9,OldTown,2,1959,2004,7,2018,30,96,1377,806,9,9,9,9,9,9,9,1002,202,0,1204,1377,806,0,2183,1
3467,Built-up  Area,42630000,4350,New Town,6 Bedroom,Ready To Move,9,NridgHt,1,2002,1996,6,2015,60,51,915,720,9,9,9,9,9,9,9,300,0,765,1065,915,720,0,1635,1
3468,Super built-up  Area,18620000,1900,New Town,3 BHK,Ready To Move,9,Edwards,2,2002,1975,8,2014,70,NA,768,0,9,9,9,9,9,9,9,619,0,149,768,768,0,0,768,1
3469,Super built-up  Area,17640000,1800,New Town,2 BHK,Ready To Move,9,NridgHt,2,1972,1969,9,2014,20,NA,825,0,9,9,9,9,9,9,9,180,645,0,825,825,0,0,825,1
3470,Plot  Area,34300000,3500,New Town,4 Bedroom,Ready To Move,9,BrkSide,1,1950,1950,6,2017,20,60,912,1182,9,9,9,9,9,9,9,0,0,912,912,912,1182,0,2094,1
3471,Super built-up  Area,47040000,4800,New Town,3 BHK,Ready To Move,9,NAmes,1,1965,2000,6,2017,20,64,1069,0,9,9,9,9,9,9,9,559,0,510,1069,1069,0,0,1069,1
3472,Carpet  Area,49000000,5000,New Town,3 BHK,Ready To Move,9,IDOTRR,1,1972,1950,5,2017,160,74,928,0,9,9,9,9,9,9,9,308,0,620,928,928,0,0,928,1
3473,Super built-up  Area,12740000,1300,New Town,3 BHK,15-Nov,9,Gilbert,2,1969,2007,4,2018,70,60,1717,0,9,9,9,9,9,9,9,0,0,1709,1709,1717,0,0,1717,1
3474,Super built-up  Area,19600000,2000,New Town,2 BHK,Ready To Move,9,Blmngtn,2,1975,2004,8,2018,30,75,1126,0,9,9,9,9,9,9,9,0,0,0,0,1126,0,0,1126,1
3475,Super built-up  Area,12328400,1258,New Town,2 BHK,Ready To Move,9,Sawyer,1,1946,2009,10,2016,20,NA,1006,1040,9,9,9,9,9,9,9,866,0,132,998,1006,1040,0,2046,1
3476,Super built-up  Area,17640000,1800,New Town,2 BHK,Ready To Move,9,Mitchel,2,1980,1979,2,2016,20,43,1048,0,9,9,9,9,9,9,9,0,0,993,993,1048,0,0,1048,1
3477,Built-up  Area,15680000,1600,New Town,3 BHK,Ready To Move,9,Edwards,2,1962,1965,3,2015,120,65,1092,0,9,9,9,9,9,9,9,895,0,197,1092,1092,0,0,1092,1
3478,Super built-up  Area,13573000,1385,New Town,2 BHK,Ready To Move,9,Edwards,2,2003,1959,7,2010,50,NA,897,439,9,9,9,9,9,9,9,637,0,0,637,897,439,0,1336,1
3479,Plot  Area,24500000,2500,New Town,3 Bedroom,Ready To Move,9,NoRidge,1,1999,2009,6,2011,120,21,729,717,9,9,9,9,9,9,9,604,0,125,729,729,717,0,1446,1
3480,Built-up  Area,19600000,2000,New Town,2 BHK,Ready To Move,9,SWISU,1,1958,2000,12,2011,20,43,1557,0,9,9,9,9,9,9,9,0,0,1374,1374,1557,0,0,1557,1
3481,Built-up  Area,12740000,1300,New Town,3 BHK,Ready To Move,9,StoneBr,1,1977,2005,2,2012,60,60,1392,0,9,9,9,9,9,9,9,1302,0,90,1392,1392,0,0,1392,1
3482,Super built-up  Area,44100000,4500,Tollygunge,3 BHK,Ready To Move,9,NridgHt,2,1976,1950,6,2012,160,115,1389,0,9,9,9,9,9,9,9,1071,123,195,1389,1389,0,0,1389,1
3483,Plot  Area,15680000,1600,Tollygunge,2 Bedroom,Ready To Move,9,SawyerW,2,2007,1950,9,2013,60,65,996,0,9,9,9,9,9,9,9,290,0,706,996,996,0,0,996,1
3484,Plot  Area,9800000,1000,Tollygunge,6 Bedroom,Ready To Move,9,NAmes,1,2002,1966,10,2020,160,80,1163,511,9,9,9,9,9,9,9,0,0,1163,1163,1163,511,0,1674,1
3485,Super built-up  Area,15974000,1630,Tollygunge,3 BHK,Ready To Move,9,NAmes,1,2005,2007,11,2020,20,68,1166,1129,9,9,9,9,9,9,9,728,0,367,1095,1166,1129,0,2295,1
3486,Super built-up  Area,19600000,2000,Tollygunge,2 BHK,Ready To Move,9,NAmes,1,1940,1954,8,2018,120,60,841,806,9,9,9,9,9,9,9,0,0,806,806,841,806,0,1647,1
3487,Super built-up  Area,15680000,1600,Tollygunge,3 BHK,Ready To Move,9,Timber,2,1955,1987,9,2019,120,84,1134,1370,9,9,9,9,9,9,9,0,0,1122,1122,1134,1370,0,2504,1
3488,Built-up  Area,13230000,1350,Tollygunge,2 BHK,18-Dec,9,Gilbert,2,1910,2009,4,2020,60,85,1535,0,9,9,9,9,9,9,9,2,0,1515,1517,1535,0,0,1535,1
3489,Super built-up  Area,14700000,1500,Tollygunge,3 BHK,Ready To Move,9,NAmes,1,1958,1990,5,2020,60,75,1496,636,9,9,9,9,9,9,9,1441,0,55,1496,1496,636,0,2132,1
3490,Plot  Area,15680000,1600,Tollygunge,4 Bedroom,Ready To Move,9,NAmes,2,1949,2000,7,2019,30,NA,943,0,9,9,9,9,9,9,9,943,0,0,943,943,0,0,943,1
3491,Plot  Area,28420000,2900,Tollygunge,4 Bedroom,Ready To Move,9,SWISU,2,2003,1995,11,2018,50,51,1728,0,9,9,9,9,9,9,9,231,0,1497,1728,1728,0,0,1728,2
3492,Super built-up  Area,11760000,1200,Tollygunge,2 BHK,Ready To Move,9,Sawyer,1,1979,2006,12,2015,20,50,864,0,9,9,9,9,9,9,9,414,0,450,864,864,0,0,864,1
3493,Super built-up  Area,22099000,2255,Tollygunge,2 BHK,Ready To Move,9,Somerst,1,2007,2000,5,2016,30,70,846,846,9,9,9,9,9,9,9,0,0,846,846,846,846,0,1692,1
3494,Super built-up  Area,13720000,1400,Tollygunge,2 BHK,18-Jul,9,OldTown,2,1910,1982,5,2020,20,85,774,656,9,9,9,9,9,9,9,0,0,384,384,774,656,0,1430,1
3495,Built-up  Area,14700000,1500,Chinar Park,2 BHK,Ready To Move,9,NAmes,1,2000,2003,6,2020,20,NA,576,533,9,9,9,9,9,9,9,349,0,23,372,576,533,0,1109,1
3496,Plot  Area,15680000,1600,Tollygunge,1 Bedroom,Ready To Move,9,NridgHt,2,1923,1960,6,2020,120,91,832,384,9,9,9,9,9,9,9,442,0,390,832,832,384,0,1216,1
3497,Built-up  Area,26460000,2700,Tollygunge,2 BHK,Ready To Move,9,Edwards,2,2006,2004,7,2019,20,NA,877,600,9,9,9,9,9,9,9,0,0,861,861,877,600,0,1477,1
3498,Built-up  Area,11760000,1200,Tollygunge,1 BHK,Ready To Move,9,OldTown,1,1954,2008,8,2019,20,51,1320,0,9,9,9,9,9,9,9,328,551,285,1164,1320,0,0,1320,1
3499,Super built-up  Area,45080000,4600,Lake Town,3 BHK,Ready To Move,9,BrkSide,1,1963,2003,9,2018,60,NA,703,689,9,9,9,9,9,9,9,0,0,689,689,703,689,0,1392,1
3500,Super built-up  Area,16170000,1650,New Town,3 BHK,Ready To Move,9,Timber,2,1961,2003,6,2015,190,72,1050,745,9,9,9,9,9,9,9,0,0,1050,1050,1050,745,0,1795,1
3501,Super built-up  Area,54096000,5520,New Town,3 BHK,Ready To Move,9,BrkSide,1,1998,1975,7,2014,20,66,1429,0,9,9,9,9,9,9,9,594,219,331,1144,1429,0,0,1429,1
3502,Super built-up  Area,38220000,3900,New Town,3 BHK,Ready To Move,9,Sawyer,2,2007,2006,6,2014,190,70,2042,0,9,9,9,9,9,9,9,0,0,2042,2042,2042,0,0,2042,1
3503,Super built-up  Area,17640000,1800,New Town,2 BHK,Ready To Move,9,ClearCr,2,2002,1993,11,2017,20,101,816,0,9,9,9,9,9,9,9,816,0,0,816,816,0,0,816,1
3504,Super built-up  Area,44100000,4500,New Town,1 BHK,18-Nov,9,BrkSide,1,1977,2007,2,2017,120,57,1521,1254,9,9,9,9,9,9,9,0,0,1237,1237,1521,1254,0,2775,1
3505,Super built-up  Area,15199800,1551,New Town,2 BHK,Ready To Move,9,CollgCr,2,1950,1977,8,2017,60,75,989,584,9,9,9,9,9,9,9,0,0,884,884,989,584,0,1573,1
3506,Super built-up  Area,15680000,1600,New Town,2 BHK,Ready To Move,9,NridgHt,1,1910,1980,3,2018,20,44,2028,0,9,9,9,9,9,9,9,1460,0,408,1868,2028,0,0,2028,1
3507,Plot  Area,19159000,1955,New Town,5 Bedroom,Ready To Move,9,Mitchel,3,2009,2005,9,2018,30,NA,838,0,9,9,9,9,9,9,9,210,606,0,816,838,0,0,838,1
3508,Super built-up  Area,15190000,1550,New Town,2 BHK,Ready To Move,9,CollgCr,1,1976,1950,6,2016,50,110,860,0,9,9,9,9,9,9,9,672,0,168,840,860,0,0,860,1
3509,Super built-up  Area,47236000,4820,New Town,2 BHK,Ready To Move,9,CollgCr,2,2006,1992,6,2016,120,60,1473,0,9,9,9,9,9,9,9,1324,0,113,1437,1473,0,0,1473,1
3510,Plot  Area,18061400,1843,New Town,3 Bedroom,18-Aug,9,StoneBr,1,1997,2005,8,2015,190,98,779,0,9,9,9,9,9,9,9,0,0,742,742,779,0,156,935,1
3511,Super built-up  Area,35672000,3640,New Town,3 BHK,18-Jul,9,OldTown,1,1882,2002,4,2010,60,47,770,812,9,9,9,9,9,9,9,490,0,280,770,770,812,0,1582,1
3512,Plot  Area,29400000,3000,New Town,7 Bedroom,Ready To Move,9,Blmngtn,1,1964,1990,7,2011,20,60,1728,568,9,9,9,9,9,9,9,1338,0,384,1722,1728,568,0,2296,1
3513,Super built-up  Area,44100000,4500,New Town,3 BHK,Ready To Move,9,Crawfor,1,2005,1996,6,2011,70,50,816,0,9,9,9,9,9,9,9,816,0,0,816,816,0,0,816,1
3514,Plot  Area,12740000,1300,New Town,1 Bedroom,Ready To Move,9,Blueste,2,2006,2002,3,2012,20,NA,848,0,9,9,9,9,9,9,9,685,0,163,848,848,0,0,848,1
3515,Built-up  Area,9800000,1000,Tollygunge,4 BHK,Ready To Move,9,NridgHt,2,1946,1998,1,2012,60,85,924,0,9,9,9,9,9,9,9,0,0,924,924,924,0,0,924,1
3516,Super built-up  Area,19600000,2000,Tollygunge,2 BHK,Ready To Move,9,IDOTRR,1,1961,1961,11,2013,20,70,1826,0,9,9,9,9,9,9,9,1422,0,392,1814,1826,0,0,1826,1
3517,Plot  Area,16660000,1700,Tollygunge,2 Bedroom,Ready To Move,9,SawyerW,1,1970,2000,5,2020,120,60,684,684,9,9,9,9,9,9,9,0,0,684,684,684,684,0,1368,1
3518,Super built-up  Area,17640000,1800,Tollygunge,2 BHK,Ready To Move,9,Somerst,1,1922,1978,10,2020,120,108,1402,0,9,9,9,9,9,9,9,0,0,1258,1258,1402,0,0,1402,1
3519,Super built-up  Area,11760000,1200,Tollygunge,4 BHK,Ready To Move,9,CollgCr,2,2006,2001,4,2018,20,112,1647,0,9,9,9,9,9,9,9,1283,147,0,1430,1647,0,0,1647,1
3520,Built-up  Area,11760000,1200,Tollygunge,3 BHK,Ready To Move,9,NAmes,1,1952,2007,5,2019,50,74,716,840,9,9,9,9,9,9,9,81,612,23,716,716,840,0,1556,1
3521,Super built-up  Area,16660000,1700,Tollygunge,3 BHK,Ready To Move,9,CollgCr,0,1920,1972,7,2020,20,68,1058,846,9,9,9,9,9,9,9,546,0,512,1058,1058,846,0,1904,1
3522,Plot  Area,16170000,1650,Tollygunge,2 Bedroom,Ready To Move,9,Edwards,2,2006,1963,4,2020,20,65,780,595,9,9,9,9,9,9,9,0,0,780,780,780,595,0,1375,1
3523,Super built-up  Area,14700000,1500,Tollygunge,3 BHK,Ready To Move,9,Crawfor,2,1976,2003,10,2019,20,84,927,988,9,9,9,9,9,9,9,789,0,119,908,927,988,0,1915,1
3524,Plot  Area,24500000,2500,Tollygunge,10 Bedroom,Ready To Move,9,Sawyer,2,2005,1954,3,2018,20,115,600,600,9,9,9,9,9,9,9,0,0,600,600,600,600,0,1200,1
3525,Super built-up  Area,24500000,2500,Tollygunge,4 BHK,Ready To Move,9,CollgCr,1,1977,2007,7,2015,90,NA,1494,0,9,9,9,9,9,9,9,922,0,572,1494,1494,0,0,1494,1
3526,Plot  Area,24108000,2460,Tollygunge,2 Bedroom,Ready To Move,9,NWAmes,2,1970,2003,6,2016,30,NA,1186,800,9,9,9,9,9,9,9,454,0,314,768,1186,800,0,1986,1
3527,Plot  Area,27440000,2800,Tollygunge,3 Bedroom,Ready To Move,9,CollgCr,2,1970,1950,6,2020,120,70,1040,0,9,9,9,9,9,9,9,732,0,308,1040,1040,0,0,1040,1
3528,Plot  Area,24166800,2466,Tollygunge,8 Bedroom,Ready To Move,9,Mitchel,2,2004,1997,12,2020,80,61,1112,896,9,9,9,9,9,9,9,603,0,293,896,1112,896,0,2008,1
3529,Built-up  Area,16170000,1650,Tollygunge,4 Bedroom,Ready To Move,9,MeadowV,2,1926,1977,5,2020,60,48,1940,1254,9,9,9,9,9,9,9,428,0,537,965,1940,1254,0,3194,1
3530,Super built-up  Area,7938000,810,Tollygunge,2 BHK,Ready To Move,9,NAmes,1,1948,2000,10,2019,20,84,1029,0,9,9,9,9,9,9,9,903,0,126,1029,1029,0,0,1029,1
3531,Super built-up  Area,12250000,1250,Narendrapur,1 BHK,21-Jan,9,Gilbert,3,1965,1972,7,2019,20,33,1476,677,9,9,9,9,9,9,9,904,0,536,1440,1476,677,0,2153,1
3532,Plot  Area,35809200,3654,Rajarhat,3 Bedroom,Ready To Move,9,NAmes,2,1923,1962,6,2018,75,66,1032,0,9,9,9,9,9,9,9,605,0,427,1032,1032,0,0,1032,1
3533,Built-up  Area,37240000,3800,Sodepur,1 Bedroom,Ready To Move,9,NridgHt,1,1910,1978,8,2015,90,NA,1299,573,9,9,9,9,9,9,9,990,0,309,1299,1299,573,0,1872,1
3534,Super built-up  Area,14268800,1456,Lake Town,2 BHK,18-Jul,9,Timber,2,1948,1972,3,2014,60,52,1120,0,9,9,9,9,9,9,9,206,0,914,1120,1120,0,0,1120,1
3535,Plot  Area,24068800,2456,Madurdaha,3 Bedroom,Ready To Move,9,Edwards,2,2001,1969,8,2014,90,110,630,0,9,9,9,9,9,9,9,150,480,0,630,630,0,0,630,1
3536,Super built-up  Area,35809200,3654,Jadavpur,3 BHK,Ready To Move,9,NWAmes,2,1996,1964,2,2017,60,68,1054,0,9,9,9,9,9,9,9,763,0,173,936,1054,0,0,1054,1
3537,Plot  Area,22050000,2250,Jadavpur,5 Bedroom,Ready To Move,9,Sawyer,1,1984,1991,1,2017,70,60,807,702,9,9,9,9,9,9,9,457,0,326,783,807,702,0,1509,1
3538,Super built-up  Area,44100000,4500,Tollygunge,2 BHK,21-May,9,Somerst,1,1991,2006,3,2017,20,100,832,0,9,9,9,9,9,9,9,0,0,832,832,832,0,0,832,1
3539,Super built-up  Area,19600000,2000,Lake Town,4 BHK,Ready To Move,9,NWAmes,1,2005,1977,11,2018,20,24,1828,0,9,9,9,9,9,9,9,48,0,1774,1822,1828,0,0,1828,1
3540,Built-up  Area,15680000,1600,Konnagar,1 BHK,Ready To Move,9,NAmes,2,2005,2005,7,2018,80,89,1482,780,9,9,9,9,9,9,9,871,0,611,1482,1482,780,0,2262,1
3541,Super built-up  Area,49000000,5000,Tollygunge,1 BHK,19-Mar,9,NAmes,1,2006,1980,7,2016,120,66,864,0,9,9,9,9,9,9,9,41,0,823,864,864,0,0,864,1
3542,Super built-up  Area,53900000,5500,purbalok,4 BHK,18-May,9,NAmes,2,1930,1995,4,2016,60,60,1548,1066,9,9,9,9,9,9,9,956,182,384,1522,1548,1066,0,2614,1
3543,Super built-up  Area,44100000,4500,Tollygunge,2 BHK,Ready To Move,9,NAmes,2,2005,1950,1,2015,60,63,980,0,9,9,9,9,9,9,9,560,0,420,980,980,0,0,980,1
3544,Super built-up  Area,18620000,1900,Bijoygarh,2 BHK,Ready To Move,9,NAmes,1,1976,1954,11,2010,70,60,756,756,9,9,9,9,9,9,9,420,0,336,756,756,756,0,1512,1
3545,Super built-up  Area,19600000,2000,Bijoygarh,3 BHK,19-Mar,9,OldTown,2,1972,1950,8,2011,20,44,1012,778,9,9,9,9,9,9,9,247,0,485,732,1012,778,0,1790,1
3546,Built-up  Area,17640000,1800,Narendrapur,3 BHK,Ready To Move,9,NridgHt,1,1960,2006,10,2011,50,50,1116,0,9,9,9,9,9,9,9,0,0,1116,1116,1116,0,0,1116,1
3547,Super built-up  Area,17640000,1800,New Town,3 BHK,19-Dec,9,NWAmes,2,2007,2004,11,2012,50,NA,1422,0,9,9,9,9,9,9,9,0,0,978,978,1422,0,0,1422,1
3548,Super built-up  Area,17640000,1800,Howrah,3 BHK,Ready To Move,9,NAmes,1,1941,2001,7,2012,60,76,1520,0,9,9,9,9,9,9,9,674,132,350,1156,1520,0,0,1520,1
